"country","year","launched","foiled","all","population","percentagemuslims","refugees","gdpcap","unemployment","cpi","socialspend","securityspend","troops_in_mw","rwattacks","all_poisson","launched_poisson","nb_all","nb_launched","left_right"
"Italy",2005,0,1,1,57969484,3.077412256,20675,33257.7698,7.730999947,84.600372,24.173,1.910573485,6072,0,1,0,0,0,6.59055
"Italy",2006,0,1,1,58143979,3.232830681,26875,33751.70002,6.77699995,86.369232,24.299,1.825287624,5616,1,0,0,1,0,3.10415714285714
"Italy",2007,0,1,1,58438310,3.388249105,38068,34081.09033,6.074999809,87.949562,24.138,1.801231305,3998,0,1,0,0,0,3.10415714285714
"Italy",2008,0,1,1,58826731,3.543667529,47061,33530.36014,6.72300005,90.893967,25.084,1.754290195,5290,0,0,0,0,0,7.4733
"Italy",2009,1,1,2,59095365,3.699085953,54965,31615.27081,7.749000072,91.598183,27.105,1.950666344,5294,0,1,3,0,0,7.4733
"Italy",2010,0,0,0,59277417,3.854504378,56397,32058.17399,8.362999916,92.995529,27.124001,1.925674715,5878,0,0,0,0,0,7.4733
"Italy",2011,0,0,0,59379449,4.009922802,58060,32229.45679,8.359000206,95.581398,26.804001,1.918476951,5448,1,0,0,1,0,4.5
"Italy",2012,0,1,1,59539717,4.165341226,64779,31184.55843,10.65499973,98.488373,27.59,1.872246567,6065,0,1,0,0,0,4.5
"Italy",2013,0,0,0,60233948,4.320759651,76264,30257.62743,12.14900017,99.689934,28.167,1.891302149,5255,0,0,0,1,0,5.19539
"Italy",2014,0,0,0,60789140,4.476178075,93715,29979.91872,12.68299961,99.930229,28.364,1.852519126,4074,0,1,1,0,0,5.2208
"Italy",2015,0,0,0,60730582,4.631596499,118047,30242.38614,11.89599991,99.968987,28.481001,1.851808222,2707,0,0,0,1,0,5.2208
"Italy",2016,0,0,0,60627498,4.889067932,147370,30685.6459,11.68799973,99.875,28.301001,1.812727874,2143,1,1,0,0,0,5.37693333333333
"Italy",2017,0,0,0,60536709,5.146539364,167260,31244.2271,11.21100044,101.1,28.143999,1.807044231,3453,0,0,0,0,0,5.37693333333333
"Italy",2018,0,0,0,60421760,5.404010797,189243,31593.48026,10.60999966,102.25,27.91,1.839179304,4325,0,0,0,4,0,2.60023333333333
"Italy",2019,0,0,0,59729081,5.6620053985,207602,32114.29986,9.95,102.875,27.732,1.826344997,3959,0,0,0,1,0,1.98432
"Italy",2020,0,0,0,59438851,5.92,128033,29373.44509,9.16,102.7333,32.628,1.999554611,3765,0,0,0,2,0,1.98432
"Italy",2021,0,0,0,59109668,5.923830162,144862,31600.70948,9.5,104.6583,30.732,1.884346565,4032,0,1,1,0,0,3.5526
"Luxembourg",1994,0,0,0,402925,1.473869925,300,74883.14185,3.480000019,66.690483,19.105,0.821720769,0,0,0,0,0,0,4.86845
"Luxembourg",1995,0,0,0,408625,1.529147732,700,74896.09658,2.917999983,67.93605,19.882,0.740271927,0,0,1,0,0,0,4.86845
"Luxembourg",1996,0,0,0,414225,1.584425538,700,74916.50677,3.286000013,68.740318,19.729,0.75220414,0,0,0,0,0,0,4.86845
"Luxembourg",1997,0,0,0,419450,1.639703345,700,77993.05853,2.52699995,69.680351,19.863001,0.762990149,22,0,0,1,0,0,4.86845
"Luxembourg",1998,0,0,0,424700,1.694981152,700,82170.23992,2.763000011,70.348282,20.153999,0.743668888,25,0,1,0,0,0,4.86845
"Luxembourg",1999,0,0,0,430475,1.750258959,700,87695.33958,2.390000105,71.069489,19.499001,0.890533176,23,0,1,0,0,0,6.51315
"Luxembourg",2000,0,0,0,436300,1.805536765,759,92527.71181,2.345000029,73.308723,18.698999,0.891140284,23,0,0,0,0,0,6.51315
"Luxembourg",2001,0,0,0,441525,1.852498639,1201,94243.70732,1.804999948,75.261543,20.391001,0.949397121,23,0,0,0,0,0,6.51315
"Luxembourg",2002,0,0,0,446175,1.899460513,1201,96269.57939,2.621000051,76.822533,21.427999,1.000370158,23,0,0,0,0,0,6.51315
"Luxembourg",2003,0,0,0,451630,1.946422386,1201,97597.99692,3.674999952,78.39727,22.809,1.062518067,33,0,0,0,0,0,6.51315
"Luxembourg",2004,0,0,0,458095,1.99338426,1590,100292.5685,5.112999916,80.142143,23.077,1.077660038,32,0,0,1,0,0,4.86845
"Luxembourg",2005,0,0,0,465158,2.040346133,1822,101222.0457,4.487999916,82.135834,22.833,1.064964783,58,0,0,0,2,0,4.86845
"Luxembourg",2006,0,0,0,472637,2.087308007,2206,105614.1799,4.730999947,84.325844,21.396999,0.967450588,33,0,1,0,0,0,4.86845
"Luxembourg",2007,0,0,0,479993,2.134269881,2737,112417.8785,4.065000057,86.275833,20.211,0.891931334,13,0,1,0,5,0,4.86845
"Luxembourg",2008,0,0,0,488650,2.181231754,3109,110094.7923,5.059999943,89.210831,21.937,0.93903311,12,0,0,0,2,0,4.86845
"Luxembourg",2009,0,0,0,497783,2.228193628,3230,104574.3499,5.122000217,89.539169,24.037001,1.025975486,13,0,0,0,0,0,4.86845
"Luxembourg",2010,0,0,0,506953,2.275155501,3254,106544.0572,4.361000061,91.574997,23.139,1.04388462,12,0,0,0,0,0,4.86845
"Luxembourg",2011,0,0,0,518347,2.322117375,2855,105290.249,4.901000023,94.698334,21.190001,1.016642184,10,0,0,0,0,0,4.86845
"Luxembourg",2012,0,0,0,530946,2.369079249,2910,104487.7442,5.139999866,97.220001,22.889,1.025659743,15,0,0,0,0,0,4.86845
"Luxembourg",2013,0,0,0,543360,2.416041122,920,105338.9561,5.84800005,98.90583,23.08,1.019644057,15,0,0,0,0,2,4.42106
"Luxembourg",2014,0,0,0,556319,2.463002996,1108,105583.937,5.852000237,99.527496,22.367001,0.992784555,12,0,1,0,0,0,4.42106
"Luxembourg",2015,0,0,0,569604,2.509964869,1332,105462.0126,6.669000149,100,22.097,0.999984481,3,0,0,0,0,0,4.42106
"Luxembourg",2016,0,0,0,582014,2.670284958,2046,108351.4522,6.290999889,100.2908,22.184,0.980093164,2,0,0,1,0,0,4.42106
"Luxembourg",2017,0,0,0,596336,2.830605046,1995,107142.1276,5.521999836,102.0267,22.566,1.061178162,3,0,2,0,1,0,4.42106
"Luxembourg",2018,0,0,0,607950,2.990925134,2046,106376.7836,5.585000038,103.5858,22.405001,1.109792219,3,0,1,0,2,0,4.1228
"Luxembourg",2019,0,0,0,620001,3.150462567,2548,106729.0249,5.59,105.3917,21.617,1.227266259,4,0,0,0,0,0,4.1228
"Luxembourg",2020,0,0,0,630419,3.31,5158,104128.2421,6.77,106.2558,23.92,1.282058268,4,0,0,1,0,0,4.1228
"Luxembourg",2021,0,0,0,640064,2.698245888,6011,107792.189,5.25,108.9408,21.595,1.20885215,4,0,3,0,1,0,4.1228
"Netherlands",1994,0,0,0,15382838,4.616721212,62163,32840.2781,7.15899992,66.241386,23.136,1.474190467,1698,0,0,1,0,0,5.15553333333333
"Netherlands",1995,0,0,0,15459006,4.789856701,79960,33696.74383,7.157000065,67.515373,22.448999,1.409207184,1508,0,0,0,0,10,5.15553333333333
"Netherlands",1996,0,0,0,15530498,4.962992189,102588,34715.16163,6.421000004,68.942497,22.541,1.423286181,2000,0,3,1,3,0,5.15553333333333
"Netherlands",1997,0,0,0,15610650,5.136127678,118071,36032.04025,5.511000156,70.396667,20.5,1.397657745,988,0,0,1,0,0,5.15553333333333
"Netherlands",1998,0,0,0,15707209,5.309263166,131490,37480.70945,4.394000053,71.775833,20.246,1.411126187,1220,0,0,1,3,0,5.15553333333333
"Netherlands",1999,0,0,0,15812088,5.482398654,138646,39106.38816,3.622999907,73.324173,19.445999,1.427791512,1621,0,1,0,0,0,5.15553333333333
"Netherlands",2000,0,0,0,15925513,5.655534143,146180,40456.94224,2.724999905,75.055,18.849001,1.484932755,2718,2,0,0,0,0,5.15553333333333
"Netherlands",2001,0,0,0,16046180,5.735381204,151928,41087.04217,2.118999958,78.174156,18.905001,1.571757343,2557,0,1,0,0,0,5.15553333333333
"Netherlands",2002,0,0,0,16148929,5.815228266,148362,40914.3255,2.553999901,80.744164,19.32,1.66760786,2603,0,1,0,0,0,7.28223333333333
"Netherlands",2003,0,0,0,16225302,5.895075327,140886,40785.12222,3.592999935,82.433327,20.094,1.750550886,1680,0,1,0,0,0,5.9308
"Netherlands",2004,1,1,2,16281779,5.974922389,126805,41450.40427,4.645999908,83.474998,19.978001,1.749904588,2253,0,0,0,0,0,5.9308
"Netherlands",2005,0,1,1,16319868,6.05476945,118189,42201.77541,5.872000217,84.884163,20.228001,1.723959534,2253,0,1,0,0,1,5.9308
"Netherlands",2006,0,0,0,16346101,6.134616512,100574,43592.30274,5.001999855,85.819168,16.468,1.766156983,2209,0,0,0,0,0,6.6429
"Netherlands",2007,0,0,0,16381696,6.214463574,86587,45138.67844,4.152999878,87.20417,16.582001,1.815010417,2323,0,0,0,0,0,5.24086666666667
"Netherlands",2008,0,0,0,16445593,6.294310635,77600,45939.1482,3.654000044,89.372498,15.734,1.832823958,1852,0,0,0,2,0,5.24086666666667
"Netherlands",2009,1,0,1,16530388,6.374157697,76008,44027.60256,4.347000122,90.435837,17.361,2.010268196,1952,0,0,1,0,0,5.24086666666667
"Netherlands",2010,0,0,0,16615394,6.454004758,74961,44390.50441,4.988999844,91.589157,17.782,1.944657823,2243,1,0,0,0,0,6.34915
"Netherlands",2011,0,0,0,16693074,6.53385182,74598,44869.31294,4.977000237,93.73333,17.747,1.900027523,466,0,0,0,0,0,6.34915
"Netherlands",2012,0,0,0,16754962,6.613698881,71909,44242.97353,5.821000099,96.035004,18.214001,1.921845854,267,0,0,1,1,0,6.06145
"Netherlands",2013,0,0,0,16804432,6.693545943,74707,44055.30426,7.243000031,98.442497,18.452,1.96347108,505,0,0,0,0,3,6.06145
"Netherlands",2014,0,0,0,16865008,6.773393004,82494,44521.89454,7.415999889,99.403343,18.098,1.868485318,406,0,0,0,0,0,6.06145
"Netherlands",2015,1,0,1,16939923,6.853240066,88536,45193.40322,6.872000217,100,17.729,1.906209783,584,0,0,0,0,0,6.06145
"Netherlands",2016,0,0,0,17030314,6.937666795,101744,45938.78504,6.006000042,100.3167,17.487,1.9034725,754,0,0,0,0,0,6.06145
"Netherlands",2017,0,0,0,17131296,7.022093523,103818,46997.34545,4.839000225,101.7025,16.999001,1.806824124,606,0,1,0,0,0,5.82093333333333
"Netherlands",2018,1,2,3,17231624,7.106520252,101837,47826.81912,3.829999924,103.435,16.679001,1.846935361,558,0,0,0,1,1,5.82093333333333
"Netherlands",2019,1,1,2,17344874,7.193260126,94417,48443.73205,3.38,106.1592,16.321,1.846369557,718,0,1,0,0,0,5.82093333333333
"Netherlands",2020,0,0,0,17441500,7.28,95897,46303.21886,3.82,107.51,18.921,2.015115564,240,0,0,1,1,0,5.82093333333333
"Netherlands",2021,0,1,1,17533044,8.329402526,99585,48301.52896,4.21,110.3867,18.671,1.922495971,247,0,3,0,0,0,5.9914
"Norway",1994,0,0,0,4336613,1.446013351,44617,56343.01054,5.348999977,65.708344,23.080999,0.98447669,1236,0,0,0,13,0,5.9914
"Norway",1995,0,0,0,4359184,1.501964009,47607,58380.56847,6.30700016,67.324997,22.474001,1.000064373,1482,0,0,1,0,0,5.9914
"Norway",1996,0,0,0,4381336,1.557914666,48409,61005.90835,5.035999775,68.175003,21.681,0.98447669,1366,0,1,0,0,0,3.3706
"Norway",1997,0,0,0,4405157,1.613865323,47381,63882.4765,4.686999798,69.925003,21.183001,0.95729581,1197,0,0,0,0,0,5.21826666666667
"Norway",1998,0,0,0,4431464,1.66981598,45334,65197.94631,3.736999989,71.5,22.634001,1.043606396,1327,0,0,0,0,0,5.21826666666667
"Norway",1999,0,0,0,4461913,1.725766638,43440,66094.73546,3.246999979,73.191673,22.551001,1.102324505,800,0,1,0,0,0,5.21826666666667
"Norway",2000,0,0,0,4490967,1.781717295,47693,67846.59685,3.457999945,75.449997,20.402,0.973937874,1125,0,0,0,0,0,3.3706
"Norway",2001,0,0,0,4513751,2.021455141,50128,68899.5269,3.737999916,77.716667,21.231001,0.985612789,1105,1,0,1,0,0,6.29923333333333
"Norway",2002,0,0,0,4538159,2.261192988,50432,69472.98367,4.021999836,78.716667,22.722,1.131115049,1135,0,0,1,0,0,6.29923333333333
"Norway",2003,0,0,0,4564855,2.500930834,46109,69719.31227,4.221000195,80.675003,23.655001,1.098765463,295,0,1,1,0,0,6.29923333333333
"Norway",2004,0,0,0,4591910,2.740668681,44046,72091.0133,4.256000042,81.041656,22.296,1.022478716,272,0,1,0,0,0,6.29923333333333
"Norway",2005,0,0,0,4623291,2.980406527,43034,73524.25492,4.381000042,82.283333,20.747999,0.887945499,284,0,0,0,0,0,3.20366666666667
"Norway",2006,0,0,0,4660677,3.220144374,43336,74729.76321,3.398999929,84.199997,19.488001,0.852360019,475,0,1,0,0,0,3.20366666666667
"Norway",2007,0,0,0,4709153,3.45988222,34522,76115.70667,2.493000031,84.800003,19.596001,0.845299474,606,0,1,0,0,0,3.20366666666667
"Norway",2008,0,0,0,4768212,3.699620067,36101,75535.21179,2.549999952,87.98333,19.212,0.821720769,546,1,0,0,0,0,3.20366666666667
"Norway",2009,0,0,0,4828726,3.939357913,37826,73141.30734,3.102999926,89.916656,22.436001,0.956235606,483,0,0,0,0,0,3.20366666666667
"Norway",2010,0,1,1,4889252,4.179095759,40260,72804.39562,3.520999908,92.091667,22.025999,0.947065363,672,0,0,1,0,0,3.20366666666667
"Norway",2011,0,0,0,4953088,4.418833606,40691,72660.67541,3.214999914,93.275002,21.497,0.925955434,361,1,0,0,0,0,3.20366666666667
"Norway",2012,0,0,0,5018573,4.658571452,42822,73661.67859,3.122999907,93.925003,21.426001,0.920327673,565,0,1,1,0,2,3.20366666666667
"Norway",2013,0,0,0,5079623,4.898309299,46106,73515.91449,3.423000097,95.916656,21.893999,0.985600529,148,0,1,0,0,0,8.32945
"Norway",2014,0,0,0,5137232,5.138047145,47043,74180.32387,3.483999968,97.875,22.827999,1.02365183,114,0,0,0,0,0,8.32945
"Norway",2015,0,0,0,5188607,5.377784992,50389,74809.9658,4.296000004,100,24.701,1.072941095,79,0,0,0,0,0,8.32945
"Norway",2016,0,0,0,5234519,5.550004703,59522,75017.49447,4.678999901,103.55,25.733999,1.168536816,130,0,0,0,0,0,8.32945
"Norway",2017,0,1,1,5276968,5.722224414,59160,76247.41166,4.162000179,105.4917,25.336,1.158682059,304,0,3,1,0,0,8.32945
"Norway",2018,0,1,1,5311916,5.894444126,57026,76373.64746,3.799999952,108.4083,24.976999,1.173765032,189,0,2,0,0,0,7.26853333333333
"Norway",2019,0,0,0,5347896,6.067222063,53882,76712.28713,3.69,110.7583,25.278,1.220566276,222,1,1,0,0,0,6.9143
"Norway",2020,0,0,0,5379475,6.24,49653,75287.20595,4.42,112.1833,28.159,1.277742068,241,0,2,0,0,0,6.29923333333333
"Norway",2021,0,1,1,5408320,5.704184414,46042,77805.00755,4.37,116.0917,24.362,1.078349899,150,0,2,0,0,0,4.01355
"Portugal",1994,0,0,0,9991525,0.340322551,248,15193.05474,6.712999821,61.812191,15.236,1.559713849,0,0,0,0,0,0,4.01355
"Portugal",1995,0,0,0,10026176,0.354119597,248,15788.98311,7.06400013,64.422401,16.016001,1.561173231,0,2,0,0,0,0,4.0492
"Portugal",1996,0,0,0,10063945,0.367916643,308,16280.93715,7.297999859,66.399513,16.594999,1.586936674,900,0,0,0,0,0,4.0492
"Portugal",1997,0,0,0,10108977,0.38171369,319,16921.72194,6.571000099,67.95118,16.437,1.638116167,319,0,0,0,0,0,4.0492
"Portugal",1998,0,0,0,10160196,0.395510736,339,17645.90583,4.65199995,69.699387,16.829,1.799945347,350,0,0,0,0,0,4.0492
"Portugal",1999,0,0,0,10217828,0.409307782,379,18231.83976,4.578000069,71.330429,17.236,1.677771363,635,0,1,1,0,0,4.0492
"Portugal",2000,0,0,0,10289898,0.423104828,433,18795.03115,3.809000015,73.365509,18.468,1.734399896,675,0,0,1,0,0,4.0492
"Portugal",2001,0,0,0,10362722,0.424435118,449,19025.69569,3.828000069,76.57151,18.948,1.740290807,643,0,1,0,1,0,4.0492
"Portugal",2002,0,0,0,10419631,0.425765407,462,19067.65543,4.497000217,79.328346,20.281,1.824189572,663,0,1,1,0,0,7.15855
"Portugal",2003,0,0,0,10458821,0.427095697,418,18819.44374,6.131999969,81.88192,21.323999,1.98692583,470,1,1,0,0,0,7.15855
"Portugal",2004,0,0,0,10483861,0.428425986,377,19110.32084,6.316999912,83.818733,21.653999,1.926063086,466,0,0,0,1,0,7.15855
"Portugal",2005,0,0,0,10503330,0.429756276,363,19224.03465,7.581999779,85.727409,22.287001,1.962483087,466,0,1,0,0,2,4.0492
"Portugal",2006,0,0,0,10522288,0.431086565,333,19501.23301,7.646999836,88.391533,22.018999,1.866871914,401,0,0,0,0,1,4.0492
"Portugal",2007,0,0,0,10542964,0.432416854,353,19950.8441,7.964000225,90.560631,21.726999,1.810997497,385,0,0,0,0,0,4.0492
"Portugal",2008,0,0,0,10558177,0.433747144,403,19985.69833,7.552000046,92.9048,22.184,1.831646601,331,0,0,0,0,0,4.0492
"Portugal",2009,0,0,0,10568247,0.435077433,389,19343.28005,9.43200016,92.128563,24.542,2.055383214,278,0,1,0,0,0,4.0492
"Portugal",2010,0,0,0,10573100,0.436407723,384,19670.36107,10.77000046,93.420723,24.474001,1.995526115,351,0,2,0,0,0,4.0492
"Portugal",2011,0,0,0,10557560,0.437738012,408,19365.18165,12.67700005,96.833389,24.388,1.976306458,223,0,0,0,0,0,7.15855
"Portugal",2012,0,0,0,10514844,0.439068302,483,18654.95753,15.52700043,99.518913,24.525,1.856364977,397,0,1,0,0,0,7.15855
"Portugal",2013,0,0,0,10457295,0.440398591,598,18584.55405,16.18300056,99.792007,25.573,2.049958054,147,0,1,0,0,0,7.15855
"Portugal",2014,0,0,0,10401062,0.441728881,699,18833.05183,13.89400005,99.514427,25.069,1.90006349,166,0,0,0,0,0,7.15855
"Portugal",2015,0,0,0,10358076,0.44305917,853,19250.10654,12.44400024,100,24.039,1.853776328,91,0,1,2,0,0,6.1221
"Portugal",2016,0,0,0,10325452,0.457203018,1194,19700.91,11.06599998,100.6074,23.673,1.782488803,59,0,1,0,0,0,6.1221
"Portugal",2017,0,0,0,10300300,0.471346867,1569,20441.4858,8.866999626,101.9843,23.711,1.702968876,56,0,0,0,0,0,6.1221
"Portugal",2018,0,0,0,10283822,0.485490715,2136,21057.61748,6.993000031,102.9978,22.613001,1.636325043,58,0,1,0,1,0,6.1221
"Portugal",2019,0,0,0,10286263,0.4977453575,2375,21617.41162,6.46,103.3461,22.341,1.646715455,458,0,0,0,0,0,4.0492
"Portugal",2020,0,0,0,10297081,0.51,2405,19802.22902,6.8,103.3332,25.113,1.878920526,498,1,1,1,0,0,4.0492
"Portugal",2021,0,0,0,10325147,1.124477307,2651,20835.10893,6.58,104.6411,24.798,1.802198852,531,0,0,1,0,0,4.0492
"Spain",1994,0,0,0,39549108,1.517651898,5361,19551.14529,24.20899963,59.842892,21.323,1.839179304,1415,1,0,0,0,0,4.0492
"Spain",1995,0,0,0,39724050,1.579195235,5852,20001.7908,22.67499924,62.639832,20.687,1.965531017,1438,2,0,0,1,0,4.0492
"Spain",1996,0,0,0,39889852,1.640738573,5688,20448.60149,22.1420002,64.869087,20.584,1.840340309,1400,0,0,0,0,0,7.5969
"Spain",1997,0,0,0,40057389,1.702281911,5532,21117.01858,20.69799995,66.147713,20.011,1.831616814,1887,1,0,0,2,0,7.5969
"Spain",1998,0,0,0,40223509,1.763825248,5939,21953.66752,18.67399979,67.361076,19.909,1.805957989,1600,1,0,0,4,0,7.5969
"Spain",1999,0,0,0,40386875,1.825368586,6714,22846.71775,15.47599983,68.917343,19.750999,1.794793889,1600,1,0,1,0,0,7.5969
"Spain",2000,0,0,0,40567864,1.886911923,6987,23937.96855,13.78499985,71.283638,19.481001,1.697303855,2500,4,0,0,0,0,7.5969
"Spain",2001,0,0,0,40850412,1.945174044,6806,24707.36707,10.34799957,73.842598,19.107,1.831259371,2502,0,0,0,0,0,7.5969
"Spain",2002,0,0,0,41431558,2.003436165,6780,25026.08647,11.14599991,76.106438,19.334999,1.796673213,2852,0,0,0,0,0,7.5969
"Spain",2003,0,1,1,42187645,2.061698286,5900,25310.45639,11.28299999,78.419487,19.927,1.794417313,2852,1,0,0,0,0,7.5969
"Spain",2004,1,1,2,42921895,2.119960407,5686,25654.33655,11.09000015,80.802818,20.135,1.789078199,1462,1,2,0,0,0,3.7377
"Spain",2005,0,0,0,43653155,2.178222528,5374,26145.80858,9.145999908,83.524628,20.408001,1.761996728,1460,1,0,0,0,0,3.7377
"Spain",2006,0,0,0,44397319,2.236484648,5275,26762.26726,8.451999664,86.460831,20.43,1.790853567,1481,0,0,0,0,0,3.7377
"Spain",2007,0,0,0,45226803,2.294746769,5147,27218.44926,8.232000351,88.870522,20.797001,1.86548326,2513,1,1,1,0,0,3.7377
"Spain",2008,0,1,1,45954106,2.35300889,4661,27025.29494,11.25399971,92.492577,22.190001,1.95846751,2128,0,1,0,0,0,3.7377
"Spain",2009,0,0,0,46362946,2.411271011,3970,25778.95647,17.85700035,92.226196,25.384001,2.053074702,2375,0,0,0,0,0,3.7377
"Spain",2010,0,0,0,46576897,2.469533132,3820,25702.34684,19.86000061,93.886169,24.722,2.159485937,2361,0,0,0,0,0,3.7377
"Spain",2011,0,0,0,46742697,2.527795252,4228,25402.60507,21.38999939,96.886902,25.395,2.163639833,2601,0,1,0,0,0,7.5969
"Spain",2012,0,1,1,46773055,2.586057373,4510,24634.96209,24.78700066,99.25676,25.341,2.038504547,2612,0,0,1,0,0,7.5969
"Spain",2013,0,1,1,46620045,2.644319494,4637,24368.96824,26.09399986,100.6548,25.559,2.045380596,2440,0,0,1,0,0,7.5969
"Spain",2014,0,0,0,46480882,2.702581615,5798,24783.08295,24.44099998,100.503,25.231001,2.003666105,1514,0,0,0,0,0,7.5969
"Spain",2015,0,3,3,46444832,2.760843736,6457,25754.36103,22.05699921,100,24.656,2.019413692,894,0,0,0,2,0,7.5969
"Spain",2016,0,0,0,46484062,2.832878335,12989,26514.32481,19.63500023,99.797333,24.250999,1.903684551,1054,1,0,0,0,0,7.5969
"Spain",2017,1,0,1,46593236,2.904912935,17526,27239.35244,17.22400093,101.7495,23.854,1.829021636,1025,0,0,0,0,0,7.5969
"Spain",2018,1,0,1,46796540,2.976947535,20457,27739.86477,15.25500011,103.4538,23.709,1.829739484,1339,0,1,0,1,0,3.7377
"Spain",2019,0,1,1,47134837,3.0484737675,57751,28087.89792,14.1,104.1775,24.647,1.820534992,1488,0,0,0,0,0,3.7377
"Spain",2020,0,0,0,47365655,3.12,103624,24785.44671,15.53,103.8412,31.184,2.102614605,1572,0,0,1,1,0,1.9312
"Spain",2021,0,1,1,47415750,4.631596499,122539,26125.87167,14.78,107.0532,29.538,2.040117928,1595,1,1,0,1,0,1.9312
"Sweden",1994,0,0,0,8780745,3.284964169,200791,33511.64872,9.579999924,79.410927,32.942001,1.474190467,1645,0,1,0,4,0,3.4447
"Sweden",1995,0,0,0,8826939,3.420570334,199212,34648.11892,8.897000313,81.36058,30.561001,1.373020074,1121,4,0,0,0,0,3.4447
"Sweden",1996,0,0,0,8840998,3.556176499,191171,35139.40299,9.546999931,81.794342,30.093,1.395449851,500,0,0,0,0,0,3.4447
"Sweden",1997,0,0,0,8846062,3.691782664,186725,36197.63421,10.35900021,82.332893,28.867001,1.296087693,487,0,1,0,0,0,3.4447
"Sweden",1998,0,0,0,8850974,3.827388829,178795,37737.46228,8.940999985,82.112953,28.523001,1.301584391,0,0,1,0,0,0,3.4447
"Sweden",1999,0,0,0,8857874,3.962994994,159513,39309.597,7.606999874,82.492447,27.979,1.306564648,510,2,1,0,0,0,3.4447
"Sweden",2000,0,0,0,8872109,4.098601159,157220,41117.15243,5.46600008,83.234177,26.773001,1.240756657,1315,1,1,0,0,0,3.4447
"Sweden",2001,0,0,0,8895960,4.366198368,146491,41601.30768,4.730000019,85.236763,26.813999,1.287603298,797,0,1,0,2,0,3.4447
"Sweden",2002,0,0,0,8924958,4.633795577,142193,42377.11964,4.965000153,87.076576,27.521,1.325394565,838,0,0,0,0,0,3.4447
"Sweden",2003,0,0,0,8958229,4.901392787,112167,43194.92617,5.554999828,88.753372,28.198999,1.335813085,42,2,0,0,0,0,3.4447
"Sweden",2004,0,0,0,8993531,5.168989996,73408,44891.32321,6.69299984,89.085007,27.671,1.274810455,27,0,0,0,0,0,3.4447
"Sweden",2005,0,0,0,9029572,5.436587205,74915,45990.37433,7.486000061,89.488724,27.325001,1.269115265,26,1,0,0,0,0,3.4447
"Sweden",2006,0,0,0,9080505,5.704184414,79913,47864.81086,7.065999985,90.705963,26.610001,1.280118175,327,0,0,0,0,0,6.796175
"Sweden",2007,0,0,0,9148092,5.971781623,75078,49145.19583,6.160999775,92.712517,25.483,1.271303483,461,0,0,0,2,0,6.796175
"Sweden",2008,0,0,0,9219637,6.239378832,77038,48544.11589,6.235000134,95.899101,25.549999,1.289524757,580,0,1,0,0,0,6.796175
"Sweden",2009,0,0,0,9298515,6.506976041,81356,46043.48094,8.350999832,95.424919,27.632,1.349977795,361,1,0,0,0,0,6.796175
"Sweden",2010,1,0,1,9378126,6.77457325,82629,48369.91004,8.609999657,96.529922,26.254999,1.341029491,433,0,1,0,0,0,6.796175
"Sweden",2011,0,0,0,9449213,7.042170459,86615,49539.97261,7.803999901,99.388321,25.59,1.313422626,501,0,0,2,0,0,6.796175
"Sweden",2012,0,0,0,9519374,7.309767668,92872,48885.54842,7.975999832,100.2713,26.507,1.354091679,615,1,0,0,0,3,6.796175
"Sweden",2013,0,0,0,9600379,7.577364878,114175,49048.81875,8.052000046,100.2269,27.174,1.349809916,507,0,0,1,0,0,6.796175
"Sweden",2014,0,0,0,9696110,7.844962087,142207,49855.30101,7.953000069,100.0468,26.804001,1.323698821,283,0,0,0,0,0,3.4118
"Sweden",2015,0,0,0,9799186,8.112559296,169520,51545.48361,7.43200016,100,26.341,1.264790631,51,1,1,0,0,0,3.4118
"Sweden",2016,0,0,0,9923085,8.268407287,230164,51955.86107,6.989999771,100.9843,26.421,1.275397725,254,1,0,0,0,0,3.4118
"Sweden",2017,1,0,1,10057698,8.424255278,240899,52576.81028,6.717999935,102.7964,26.143,1.275447161,276,0,0,0,0,0,3.4118
"Sweden",2018,0,1,1,10175214,8.580103269,248226,52983.00686,6.346000195,104.8046,26.055,1.292320614,314,0,0,0,0,0,3.4118
"Sweden",2019,0,1,1,10278887,8.7350516345,253787,53490.35182,5.1,106.6745,25.072,1.302415093,363,0,0,0,0,0,3.4118
"Sweden",2020,0,0,0,10353442,8.89,248372,51952.67313,6.83,107.205,25.855,1.381710329,363,0,0,1,0,0,3.4118
"Sweden",2021,0,0,0,10415811,8.580103269,240854,54422.91813,8.29,109.5241,24.9,1.331891506,219,0,0,0,0,1,3.42276666666667
"Switzerland",1994,0,0,0,6993795,3.633362016,75295,67391.84433,3.878999949,88.475548,15.685,1.381710329,39,0,0,0,0,0,3.42276666666667
"Switzerland",1995,0,0,0,7040687,3.773675853,82943,67264.91129,3.326999903,90.067932,14.033,1.551529955,0,0,1,0,1,0,5.060775
"Switzerland",1996,0,0,0,7071850,3.91398969,84413,67284.10913,3.704999924,90.798973,14.397,1.557246058,0,0,0,0,0,0,5.060775
"Switzerland",1997,0,0,0,7088906,4.054303527,83203,68640.07445,4.203999996,91.271317,14.909,1.527112757,0,0,0,0,0,0,5.060775
"Switzerland",1998,0,0,0,7110001,4.194617364,81903,70510.02547,3.596999884,91.287697,14.869,1.514515988,0,0,2,1,0,0,5.060775
"Switzerland",1999,0,0,0,7143991,4.334931201,82298,71341.34285,3.144999981,92.023903,14.648,1.483183217,0,0,1,0,0,0,5.060775
