"country","year","launched","foiled","all","population","percentagemuslims","refugees","gdpcap","unemployment","cpi","socialspend","rightwingness","securityspend","troops_in_mw","rwattacks","all_poisson","launched_poisson","nb_all","nb_launched"
"Spain",2015,0,2,2,46444832,2.7608438,6457,25732.018,22.05699921,100,24.656,7.59689998626709,2.01941369166381,894,0,1,2,0,0
"Spain",2016,0,0,0,46484062,2.8328784,12989,26505.625,19.63500023,99.797333,24.250999,7.59689998626709,1.90368455074337,1054,1,1,0,0,0
"Sweden",1993,0,0,0,8718561,3.149358,162402,24425.285,9.32999992370605,77.733337,34.178001,6.79617500305176,NA,495,0,0,1,0,0
"Sweden",1994,0,0,0,8780745,3.2849641,200791,25883.016,9.579999924,79.410927,32.942001,3.44470000267029,NA,1645,0,0,0,1,0
"Sweden",1995,0,0,0,8826939,3.4205704,199212,30066.225,8.897000313,81.36058,30.561001,3.44470000267029,1.37302007367708,1121,4,0,1,0,0
"Sweden",1996,0,0,0,8840998,3.5561764,191171,32774.082,9.546999931,81.794342,30.093,3.44470000267029,1.39544985052244,500,0,0,1,0,0
"Sweden",1997,0,0,0,8846062,3.6917827,186725,30113.254,10.35900021,82.332893,28.867001,3.44470000267029,1.29608769341134,487,0,0,2,0,1
"Sweden",1998,0,0,0,8850974,3.8273888,178795,30382.654,8.940999985,82.112953,28.523001,3.44470000267029,1.30158439109089,0,0,0,0,0,0
"Sweden",1999,0,0,0,8857874,3.9629951,159513,30740.211,7.606999874,82.492447,27.979,3.44470000267029,1.3065646483921,510,2,0,0,0,0
"Sweden",2000,0,0,0,8872109,4.0986013,157220,29456.068,5.46600008,83.234177,26.773001,3.44470000267029,1.24075665733666,1315,1,0,0,0,2
"Sweden",2001,0,0,0,8895960,4.3661985,146491,27093.082,4.730000019,85.236763,26.813999,3.44470000267029,1.28760329848175,797,0,1,1,0,0
"Sweden",2002,0,0,0,8924958,4.6337957,142193,29729.719,4.965000153,87.076576,27.521,3.44470000267029,1.3253945645005,838,0,0,0,2,0
"Sweden",2003,0,0,0,8958229,4.9013929,112167,37090.941,5.554999828,88.753372,28.198999,3.44470000267029,1.33581308516958,42,2,2,0,0,0
"Sweden",2004,0,0,0,8993531,5.1689901,73408,42544.41,6.69299984,89.085007,27.671,3.44470000267029,1.27481045525236,27,0,0,2,0,0
"Sweden",2005,1,0,1,9029572,5.4365873,74915,43164,7.486000061,89.488724,27.325001,3.44470000267029,1.26911526546705,26,1,0,0,1,1
"Sweden",2006,0,0,0,9080505,5.7041845,79913,46277.578,7.065999985,90.705963,26.610001,6.79617500305176,1.28011817467856,327,0,0,0,0,0
"Sweden",2007,0,0,0,9148092,5.9717817,75078,53341.492,6.160999775,92.712517,25.483,6.79617500305176,1.27130348250862,461,0,1,0,0,0
"Sweden",2008,0,0,0,9219637,6.2393789,77038,55903.898,6.235000134,95.899101,25.549999,6.79617500305176,1.28952475653807,580,0,0,1,0,0
"Sweden",2009,0,0,0,9298515,6.5069761,81356,46793.945,8.350999832,95.424919,27.632,6.79617500305176,1.34997779463991,361,1,0,1,0,0
"Sweden",2010,1,1,2,9378126,6.7745733,82629,52817.441,8.609999657,96.529922,26.254999,6.79617500305176,1.3410294913886,433,0,0,0,0,0
"Sweden",2011,0,1,1,9449213,7.0421705,86615,60612.879,7.803999901,99.388321,25.59,6.79617500305176,1.3134226264258,501,0,1,0,0,0
"Sweden",2012,0,0,0,9519374,7.3097677,92872,57874.285,7.975999832,100.2713,26.507,6.79617500305176,1.3540916786134,615,1,0,0,0,0
"Sweden",2013,0,0,0,9600379,7.5773649,114175,60897.367,8.052000046,100.2269,27.174,6.79617500305176,1.34980991588404,507,0,0,0,0,0
"Sweden",2014,0,0,0,9696110,7.8449621,142207,59843.52,7.953000069,100.0468,26.804001,3.41179990768433,1.32369882083896,283,0,0,0,0,0
"Sweden",2015,0,0,0,9799186,8.1125593,169520,51397.191,7.43200016,100,26.341,3.41179990768433,1.26479063078993,51,1,0,0,4,0
"Sweden",2016,0,0,0,9923085,8.2684069,230164,51974.195,6.989999771,100.9843,26.421,3.41179990768433,1.27539772530407,254,1,0,0,1,0
"UK",1993,0,0,0,57718614,2.9983733,80230,18389.02,10.3479995727539,63.5,18.423,7.42609977722168,NA,3691,2,0,0,0,0
"UK",1994,0,0,0,57865745,3.0791125,85160,19709.238,9.649999619,64.900002,17.76,7.42609977722168,NA,5208,2,0,0,0,0
"UK",1995,0,0,0,58019030,3.1598518,90909,23123.178,8.694000244,66.599998,16.716999,7.42609977722168,1.8311804103218,12980,0,1,0,1,0
"UK",1996,0,0,0,58166950,3.2405913,98577,24332.697,8.192000389,68.5,16.521999,7.42609977722168,1.77328064635242,11960,1,0,1,0,0
"UK",1997,0,0,0,58316954,3.3213305,107933,26734.563,7.072000027,70,15.806,4.35620021820068,1.72154344550213,5280,0,0,0,0,0
"UK",1998,0,0,0,58487141,3.4020698,121716,28214.273,6.203000069,71.300003,16.242001,4.35620021820068,1.75034675734212,6910,0,1,0,0,1
"UK",1999,0,0,0,58682466,3.4828091,148922,28669.539,6.043000221,72.599998,16.056,4.35620021820068,1.88808250095443,16090,1,1,0,0,0
"UK",2000,0,0,0,58892514,3.5635483,186248,28149.869,5.561999798,73.400002,16.191999,4.35620021820068,1.97325608245691,8402,1,0,1,0,0
"UK",2001,0,0,0,59119673,3.7452304,233389,27744.506,4.695000172,74.599998,17.032,4.35620021820068,2.04690038166566,9375,1,3,0,0,0
"UK",2002,0,0,0,59370479,3.9269125,260687,30056.586,5.037000179,75.699997,17.125999,4.35620021820068,2.12816888277433,6904,1,1,0,7,0
"UK",2003,0,3,3,59647577,4.1085944,276522,34419.148,4.80700016,76.699997,17.882999,4.35620021820068,2.17992578773,16862,0,0,1,0,0
"UK",2004,0,3,3,59987905,4.2902765,298844,40290.313,4.593999863,77.800003,18.379,4.35620021820068,2.34992364376788,11882,3,2,0,1,0
"UK",2005,2,1,3,60401206,4.4719586,303181,42030.285,4.75,79.400002,18.337999,4.35620021820068,2.34216206847653,11971,1,0,0,2,0
"UK",2006,0,0,0,60846820,4.6536407,301556,44599.699,5.349999905,81.400002,18.239,4.35620021820068,2.26052478671768,15254,0,1,0,0,0
"UK",2007,4,3,7,61322463,4.8353229,299718,50566.828,5.262000084,83.300003,18.813999,4.35620021820068,2.2828442768552,17816,3,0,0,1,0
"UK",2008,1,2,3,61806995,5.017005,292097,47287,5.614999771,86.199997,20.108,4.35620021820068,2.32915768042764,14666,3,1,0,0,0
"UK",2009,0,1,1,62276270,5.1986871,269363,38713.137,7.537000179,87.900002,22.242001,4.35620021820068,2.51976817745061,13260,1,0,0,2,0
"UK",2010,1,4,5,62766365,5.3803692,238150,39435.84,7.787000179,90.099998,22.423,5.8568000793457,2.42645264110037,9833,2,1,0,0,0
"UK",2011,0,0,0,63258810,5.5620508,193510,42038.5,8.036999702,93.599998,22.16,5.8568000793457,2.24896733550872,10394,0,0,0,0,0
"UK",2012,0,2,2,63700215,5.7437329,149799,42462.715,7.885000229,96,22.229,5.8568000793457,2.19468195507735,10310,1,0,0,0,0
"UK",2013,1,1,2,64128273,5.925415,126055,43444.566,7.525000095,98.199997,22.450001,5.8568000793457,2.0448244187084,10205,1,0,0,0,2
"UK",2014,0,2,2,64602298,6.1070971,117234,47417.637,6.110000134,99.599998,21.858,5.8568000793457,1.922163908647,8416,0,0,1,0,0
"UK",2015,2,4,6,65116219,6.2887793,123067,44966.102,5.301000118,100,21.608999,7.42609977722168,1.87626245763985,1876,0,1,0,0,0
"UK",2016,0,2,2,65611593,6.4032826,118995,41074.168,4.813000202,101,21.24,7.42609977722168,1.80372732561956,2942,2,2,0,0,0
"US",1993,1,1,2,259919000,1.0177711,623069,26387.293,6.90000009536743,60.948509,15.07,7.42609977722168,1.87359327228941,8400,NA,0,0,0,0
"US",1994,1,0,1,263126000,1.0454264,631051,27694.854,6.118999958,62.537708,15.015,7.42609977722168,1.89126851387824,5800,NA,0,0,0,0
"US",1995,0,0,0,266278000,1.0730815,623294,28690.875,5.650000095,64.292152,15.06,7.42609977722168,1.93027676694614,6913,NA,2,0,0,0
"US",1996,0,0,0,269394000,1.1007367,607024,29967.713,5.451000214,66.176689,14.855,7.42609977722168,1.94507279835484,23925,NA,0,0,0,0
"US",1997,1,1,2,272657000,1.128392,563837,31459.139,5,67.723686,14.427,7.42609977722168,1.94133244543431,10744,NA,0,0,0,0
"US",1998,0,1,1,275854000,1.1560472,533969,32853.676,4.510000229,68.774963,14.491,7.42609977722168,1.9694759366762,12917,NA,2,0,0,0
"US",1999,0,1,1,279040000,1.1837025,521143,34513.563,4.218999863,70.27977,14.23,7.42609977722168,2.00742046523692,13878,NA,0,0,0,0
"US",2000,0,0,0,282162411,1.2113577,508222,36334.91,3.992000103,72.653023,14.25,7.42609977722168,2.02918609758331,14218,NA,0,0,0,0
"US",2001,2,0,2,284968955,1.222518,515853,37133.242,4.730999947,74.706306,14.837,7.42609977722168,2.11788385780823,14360,NA,1,0,0,0
"US",2002,1,2,3,287625193,1.2336782,485171,38023.16,5.782999992,75.891182,15.687,7.42609977722168,2.17248920076025,22115,NA,1,0,0,0
"US",2003,0,8,8,290107933,1.2448385,452548,39496.484,5.988999844,77.613983,15.945,7.42609977722168,2.13380564529685,213359,NA,1,0,3,0
"US",2004,0,4,4,292805298,1.2559987,420854,41712.801,5.528999805,79.691887,15.809,7.42609977722168,2.11283530911523,182830,NA,1,0,0,0
"US",2005,0,3,3,295516599,1.267159,379340,44114.746,5.083000183,82.395638,15.647,7.42609977722168,2.08055727869082,181916,NA,0,1,0,0
"US",2006,1,5,6,298379912,1.2783192,843498,46298.73,4.623000145,85.053673,15.727,7.42609977722168,2.08337564964741,244655,NA,0,0,0,0
"US",2007,0,3,3,301231207,1.2894795,281219,47975.969,4.622000217,87.47998,15.862,7.42609977722168,2.13221619916052,193692,NA,2,0,0,0
"US",2008,0,1,1,304093966,1.3006397,279548,48382.559,5.78399992,90.838417,16.5,7.42609977722168,2.23633022709068,199539,NA,1,1,0,0
"US",2009,3,6,9,306771529,1.3118,275461,47099.98,9.25399971,90.51545,18.594999,7.42609977722168,2.32072861855811,181035,NA,0,1,0,0
"US",2010,7,6,13,309321666,1.3229603,264574,48466.824,9.633000374,91.999939,19.368,7.42609977722168,2.26932243831598,192146,NA,3,0,1,0
"US",2011,1,9,10,311556874,1.3341204,264763,49883.113,8.949000359,94.904243,19.083,7.42609977722168,2.19150074292675,152448,NA,2,0,0,0
"US",2012,0,6,6,313830990,1.3452806,262023,51603.496,8.069000244,96.868118,18.83,7.42609977722168,2.09631137407053,159703,NA,2,1,0,0
"US",2013,1,2,3,315993715,1.3564409,263662,53106.91,7.375,98.287079,18.804001,7.42609977722168,2.05151826727565,104545,NA,2,0,0,0
"US",2014,4,3,7,318301008,1.3676012,267222,55032.957,6.168000221,99.881523,18.783001,7.42609977722168,2.02690460652773,98215,NA,0,0,2,0
"US",2015,3,16,19,320635163,1.3787614,273202,56803.473,5.28000021,100,18.848,7.42609977722168,2.01834214569394,63436,NA,0,0,0,0
"US",2016,5,13,18,322941311,1.3986962,272959,57904.203,4.868999958,101.2616,18.91,7.42609977722168,2.02003271379596,46650,NA,1,0,0,0
