"iso2c","year","launched","foiled","all","population","all_poisson","launched_poisson","all_nb","launched_nb"
"CZ",2007,0,0,0,10298828,0,0,0,0
"CZ",2008,1,0,1,10384603,0,0,0,0
"CZ",2009,0,0,0,10443936,0,0,0,0
"CZ",2010,0,0,0,10474410,0,0,0,0
"CZ",2011,0,0,0,10496088,1,0,0,0
"CZ",2012,0,0,0,10510785,0,0,0,0
"CZ",2013,0,0,0,10514272,1,0,0,0
"CZ",2014,1,0,1,10525347,0,0,0,0
"CZ",2015,0,0,0,10546059,0,0,0,0
"CZ",2016,0,0,0,10566332,1,0,0,0
"DK",1990,0,0,0,5140939,0,0,0,0
"DK",1991,0,0,0,5154298,0,0,0,0
"DK",1992,0,0,0,5171370,0,0,0,0
"DK",1993,0,0,0,5188628,0,0,0,0
"DK",1994,0,0,0,5206180,0,0,0,0
"DK",1995,0,0,0,5233373,0,0,0,0
"DK",1996,0,0,0,5263074,0,0,0,0
"DK",1997,0,0,0,5284991,0,0,0,0
"DK",1998,0,0,0,5304219,0,0,0,0
"DK",1999,0,0,0,5321799,0,0,0,1
"DK",2000,0,0,0,5339616,0,0,0,0
"DK",2001,0,0,0,5358783,0,0,0,0
"DK",2002,0,0,0,5375931,0,0,0,0
"DK",2003,0,0,0,5390574,0,0,0,0
"DK",2004,0,0,0,5404523,0,0,0,0
"DK",2005,0,0,0,5419432,0,1,0,0
"DK",2006,0,0,0,5437272,0,0,0,0
"DK",2007,0,0,0,5461438,0,0,0,0
"DK",2008,0,0,0,5493621,0,0,0,0
"DK",2009,0,0,0,5523095,0,0,0,0
"DK",2010,0,0,0,5547683,0,0,0,0
"DK",2011,0,0,0,5570572,0,0,0,0
"DK",2012,0,0,0,5591572,0,0,0,1
"DK",2013,0,0,0,5614932,0,0,0,0
"DK",2014,0,0,0,5643475,0,0,0,0
"DK",2015,0,0,0,5683483,0,0,0,0
"DK",2016,0,0,0,5728010,0,0,0,0
"DJ",1990,0,0,0,590398,0,0,0,0
"DJ",1991,0,0,0,606844,0,0,0,0
"DJ",1992,0,0,0,615054,0,1,0,0
"DJ",1993,0,0,0,618495,0,0,0,0
"DJ",1994,0,0,0,622366,0,0,0,0
"DJ",1995,0,0,0,630388,0,0,0,0
"DJ",1996,0,0,0,643654,0,0,0,0
"DJ",1997,0,0,0,660863,0,0,0,0
"DJ",1998,0,0,0,680463,1,0,0,0
"DJ",1999,0,0,0,699975,0,0,0,0
"DJ",2000,0,0,0,717584,0,0,0,0
"DJ",2001,0,0,0,733015,0,0,0,0
"DJ",2002,0,0,0,746942,0,0,0,0
"DJ",2003,0,0,0,759641,0,0,1,0
"DJ",2004,0,0,0,771603,0,0,1,0
"DJ",2005,0,0,0,783254,0,0,0,0
"DJ",2006,0,0,0,794563,0,0,0,0
"DJ",2007,0,0,0,805451,0,0,0,0
"DJ",2008,0,0,0,816358,0,0,0,0
"DJ",2009,0,0,0,827823,0,0,0,0
"DJ",2010,0,0,0,840198,0,0,0,0
"DJ",2011,0,0,0,853674,0,0,0,0
"DJ",2012,0,0,0,868136,0,0,0,0
"DJ",2013,0,0,0,883293,0,0,0,0
"DJ",2014,0,0,0,898696,0,0,0,0
"DJ",2015,0,0,0,913993,0,0,0,0
"DJ",2016,0,0,0,929112,0,0,0,0
"DM",1990,0,0,0,70419,0,0,0,0
"DM",1991,0,0,0,70374,0,0,0,0
"DM",1992,0,0,0,70544,0,0,0,0
"DM",1993,0,0,0,70831,0,0,0,0
"DM",1994,0,0,0,71043,0,0,0,0
"DM",1995,0,0,0,71098,0,0,0,0
"DM",1996,0,0,0,70936,0,0,0,0
"DM",1997,0,0,0,70599,0,0,0,0
"DM",1998,0,0,0,70185,0,0,0,0
"DM",1999,0,0,0,69835,1,0,0,0
"DM",2000,0,0,0,69650,0,0,0,0
"DM",2001,0,0,0,69661,0,0,0,0
"DM",2002,0,0,0,69837,0,0,0,0
"DM",2003,0,0,0,70100,0,0,0,0
"DM",2004,0,0,0,70382,0,0,0,0
"DM",2005,0,0,0,70589,0,0,0,0
"DM",2006,0,0,0,70718,0,0,0,0
"DM",2007,0,0,0,70795,0,0,0,0
"DM",2008,0,0,0,70827,0,0,0,0
"DM",2009,0,0,0,70851,0,0,0,0
"DM",2010,0,0,0,70878,0,0,0,0
"DM",2011,0,0,0,70916,0,0,0,0
"DM",2012,0,0,0,70965,0,0,0,0
"DM",2013,0,0,0,71016,0,0,0,0
"DM",2014,0,0,0,71085,0,0,0,0
"DM",2015,0,0,0,71183,0,0,0,0
"DM",2016,0,0,0,71307,0,0,0,0
"DO",1990,0,0,0,7133494,0,0,0,0
"DO",1991,0,0,0,7270409,1,0,0,0
"DO",1992,0,0,0,7408342,0,0,0,0
"DO",1993,0,0,0,7546463,0,1,0,0
"DO",1994,0,0,0,7683707,0,0,0,0
"DO",1995,0,0,0,7819247,1,0,0,0
"DO",1996,0,0,0,7952763,0,0,0,0
"DO",1997,0,0,0,8084407,0,0,0,0
"DO",1998,0,0,0,8214426,0,0,0,0
"DO",1999,0,0,0,8343283,0,0,0,0
"DO",2000,0,0,0,8471321,0,0,0,0
"DO",2001,0,0,0,8598601,0,0,0,0
"DO",2002,0,0,0,8724975,0,0,2,0
"DO",2003,0,0,0,8850317,0,0,0,0
"DO",2004,0,0,0,8974444,0,0,0,0
"DO",2005,0,0,0,9097257,0,0,0,0
"DO",2006,0,0,0,9218686,0,0,0,0
"DO",2007,0,0,0,9338861,0,0,0,0
"DO",2008,0,0,0,9458075,0,0,0,0
"DO",2009,0,0,0,9576737,0,0,0,0
"DO",2010,0,0,0,9695121,0,0,0,0
"DO",2011,0,0,0,9813210,0,0,0,0
"DO",2012,0,0,0,9930911,0,0,0,0
"DO",2013,0,0,0,10048224,0,0,0,0
"DO",2014,0,0,0,10165178,0,0,0,0
"DO",2015,0,0,0,10281680,0,0,0,0
"DO",2016,0,0,0,10397743,0,0,0,0
"EC",1990,0,0,0,10230934,0,0,0,0
"EC",1991,0,0,0,10472475,0,0,0,0
"EC",1992,0,0,0,10716129,0,0,0,0
"EC",1993,0,0,0,10961466,0,0,0,0
"EC",1994,0,0,0,11208001,0,0,0,0
"EC",1995,0,0,0,11455204,0,0,0,0
"EC",1996,0,0,0,11703174,0,0,0,0
"EC",1997,0,0,0,11951452,0,0,0,0
"EC",1998,0,0,0,12198449,0,0,0,0
"EC",1999,0,0,0,12442115,0,0,0,0
"EC",2000,0,0,0,12681123,2,1,0,0
"EC",2001,0,0,0,12914667,1,0,0,0
"EC",2002,0,0,0,13143465,0,0,0,0
"EC",2003,0,0,0,13369678,0,0,0,0
"EC",2004,0,0,0,13596388,0,0,0,0
"EC",2005,0,0,0,13825847,0,0,0,0
"EC",2006,0,0,0,14059384,0,0,0,0
"EC",2007,0,0,0,14296557,1,0,0,0
"EC",2008,0,0,0,14535739,0,0,0,0
"EC",2009,0,0,0,14774424,0,0,0,0
"EC",2010,0,0,0,15011117,0,0,0,0
"EC",2011,0,0,0,15243883,0,0,0,0
"EC",2012,0,0,0,15474102,0,0,0,0
"EC",2013,0,0,0,15707474,0,1,1,0
"EC",2014,0,0,0,15951838,0,0,0,0
"EC",2015,0,0,0,16212020,0,0,0,0
"EC",2016,0,0,0,16491115,0,0,6,0
"EG",1990,0,0,0,56134475,0,0,0,0
"EG",1991,0,0,0,57424549,0,0,0,0
"EG",1992,0,0,0,58666814,0,0,0,0
"EG",1993,0,0,0,59880658,0,0,0,0
"EG",1994,0,0,0,61095804,0,0,0,1
"EG",1995,0,0,0,62334034,0,0,0,0
"EG",1996,0,0,0,63601629,0,0,0,0
"EG",1997,0,0,0,64892270,0,0,0,0
"EG",1998,0,0,0,66200269,0,0,2,0
"EG",1999,0,0,0,67515591,0,0,0,0
"EG",2000,0,0,0,68831561,0,0,0,0
"EG",2001,0,0,0,70152661,0,0,0,0
"EG",2002,0,0,0,71485043,0,0,0,0
"EG",2003,0,0,0,72826097,0,0,0,0
"EG",2004,0,0,0,74172073,0,0,0,0
"EG",2005,0,0,0,75523569,0,0,0,0
"EG",2006,0,0,0,76873663,0,0,0,0
"EG",2007,0,0,0,78232126,0,0,0,0
"EG",2008,0,0,0,79636079,0,0,0,0
"EG",2009,0,0,0,81134798,0,0,0,0
"EG",2010,0,0,0,82761235,0,0,0,0
"EG",2011,0,0,0,84529250,0,0,0,0
"EG",2012,0,0,0,86422240,0,0,0,0
"EG",2013,0,0,0,88404640,0,0,0,0
"EG",2014,0,0,0,90424654,0,0,0,0
"EG",2015,0,0,0,92442547,0,0,0,0
"EG",2016,0,0,0,94447072,0,0,0,0
"SV",1990,0,0,0,5270079,0,0,0,0
"SV",1991,0,0,0,5342198,0,0,0,0
"SV",1992,0,0,0,5416323,0,0,0,0
"SV",1993,0,0,0,5490477,1,0,0,0
"SV",1994,0,0,0,5561919,0,0,0,0
"SV",1995,0,0,0,5628600,0,0,0,0
"SV",1996,0,0,0,5689938,0,0,0,0
"SV",1997,0,0,0,5746284,0,0,0,0
"SV",1998,0,0,0,5797765,0,0,0,0
"SV",1999,0,0,0,5844846,0,0,0,0
"SV",2000,0,0,0,5887936,0,0,0,0
"SV",2001,0,0,0,5927006,0,0,0,0
"SV",2002,0,0,0,5962136,0,0,0,0
"SV",2003,0,0,0,5994077,0,0,0,0
"SV",2004,0,0,0,6023797,0,0,0,0
"SV",2005,0,0,0,6052123,0,0,0,0
"SV",2006,0,0,0,6079399,0,0,0,0
"SV",2007,0,0,0,6105810,0,0,0,0
"SV",2008,0,0,0,6131764,1,0,0,0
"SV",2009,0,0,0,6157686,1,0,0,0
"SV",2010,0,0,0,6183875,0,0,0,0
"SV",2011,0,0,0,6210568,0,0,0,0
"SV",2012,0,0,0,6237923,0,0,0,0
"SV",2013,0,0,0,6266070,0,0,0,0
"SV",2014,0,0,0,6295128,0,0,0,0
"SV",2015,0,0,0,6325124,0,0,0,0
"SV",2016,0,0,0,6356143,1,0,0,0
"GQ",1990,0,0,0,419188,0,0,0,0
"GQ",1991,0,0,0,432853,0,1,0,0
"GQ",1992,0,0,0,447266,0,0,0,0
"GQ",1993,0,0,0,462637,1,0,0,0
"GQ",1994,0,0,0,479098,0,0,0,0
"GQ",1995,0,0,0,496768,0,0,0,0
"GQ",1996,0,0,0,515853,1,0,0,0
"GQ",1997,0,0,0,536460,0,0,0,0
"GQ",1998,0,0,0,558492,0,0,0,0
"GQ",1999,0,0,0,581770,0,0,0,0
"GQ",2000,0,0,0,606181,0,0,0,0
"GQ",2001,0,0,0,631666,0,0,0,0
"GQ",2002,0,0,0,658384,0,0,0,0
"GQ",2003,0,0,0,686664,0,0,0,0
"GQ",2004,0,0,0,716949,1,0,0,0
"GQ",2005,0,0,0,749535,0,0,0,0
"GQ",2006,0,0,0,784496,0,0,0,0
"GQ",2007,0,0,0,821687,0,1,0,0
"GQ",2008,0,0,0,860840,0,0,0,0
"GQ",2009,0,0,0,901599,0,0,0,0
"GQ",2010,0,0,0,943639,0,0,0,0
"GQ",2011,0,0,0,986853,0,0,0,0
"GQ",2012,0,0,0,1031191,0,0,0,0
"GQ",2013,0,0,0,1076413,0,0,0,0
"GQ",2014,0,0,0,1122276,0,0,0,0
"GQ",2015,0,0,0,1168568,0,1,0,0
"GQ",2016,0,0,0,1215179,0,0,0,0
"ER",1990,0,0,0,2258653,1,0,0,0
"ER",1991,0,0,0,2266358,0,0,0,0
"ER",1992,0,0,0,2257596,0,0,0,0
"ER",1993,0,0,0,2238626,0,0,0,0
"ER",1994,0,0,0,2218430,0,0,0,0
"ER",1995,0,0,0,2204222,0,0,0,0
"ER",1996,0,0,0,2196464,0,0,0,0
"ER",1997,0,0,0,2195179,0,0,0,0
"ER",1998,0,0,0,2206432,0,0,1,0
"ER",1999,0,0,0,2237405,0,0,0,0
"ER",2000,0,0,0,2292416,0,0,0,0
"ER",2001,0,0,0,2374722,0,0,0,0
"ER",2002,0,0,0,2481058,0,0,0,0
"ER",2003,0,0,0,2600973,0,0,0,0
"ER",2004,0,0,0,2719803,0,0,0,0
"ER",2005,0,0,0,2826659,0,0,0,0
"ER",2006,0,0,0,2918205,0,0,0,0
"ER",2007,0,0,0,2996536,0,0,0,0
"ER",2008,0,0,0,3062779,0,0,0,0
"ER",2009,0,0,0,3119920,0,0,0,0
"ER",2010,0,0,0,3170435,0,0,0,0
"ER",2011,0,0,0,3213972,0,0,0,0
"ER",2012,0,0,0,NA,0,0,0,0
"ER",2013,0,0,0,NA,0,0,0,0
"ER",2014,0,0,0,NA,1,0,0,0
"ER",2015,0,0,0,NA,0,0,0,0
"ER",2016,0,0,0,NA,0,0,0,0
"EE",1990,0,0,0,1569174,1,0,0,0
"EE",1991,0,0,0,1561314,0,0,0,0
"EE",1992,0,0,0,1533091,1,0,0,0
"EE",1993,0,0,0,1494128,0,0,0,0
"EE",1994,0,0,0,1462514,0,0,0,0
"EE",1995,0,0,0,1436634,0,1,0,0
"EE",1996,0,0,0,1415594,0,0,0,0
"EE",1997,0,0,0,1399535,0,0,0,0
"EE",1998,0,0,0,1386156,0,0,0,0
"EE",1999,0,0,0,1390244,0,0,0,0
"EE",2000,0,0,0,1396985,1,0,0,0
"EE",2001,0,0,0,1388115,0,0,0,0
"EE",2002,0,0,0,1379350,0,0,0,0
"EE",2003,0,0,0,1370720,0,0,0,0
"EE",2004,0,0,0,1362550,0,1,0,0
"EE",2005,0,0,0,1354775,0,0,0,0
"EE",2006,0,0,0,1346810,0,0,0,0
"EE",2007,0,0,0,1340680,0,0,0,0
"EE",2008,0,0,0,1337090,0,0,0,0
"EE",2009,0,0,0,1334515,0,0,0,0
"EE",2010,0,0,0,1331475,0,0,0,0
"EE",2011,0,0,0,1327439,0,0,0,0
"EE",2012,0,0,0,1322696,0,0,0,0
"EE",2013,0,0,0,1317997,1,0,0,0
"EE",2014,0,0,0,1314545,0,0,0,0
"EE",2015,0,0,0,1315407,0,0,0,0
"EE",2016,0,0,0,1315790,0,0,0,0
"SZ",1990,0,0,0,822420,0,0,0,0
"SZ",1991,0,0,0,845266,0,0,0,0
"SZ",1992,0,0,0,866993,0,0,0,0
"SZ",1993,0,0,0,887706,0,0,0,0
"SZ",1994,0,0,0,907620,0,0,0,0
"SZ",1995,0,0,0,926841,0,0,0,0
"SZ",1996,0,0,0,945508,0,0,0,0
"SZ",1997,0,0,0,963426,0,0,0,0
"SZ",1998,0,0,0,979918,0,0,0,0
"SZ",1999,0,0,0,994108,0,0,0,0
"SZ",2000,0,0,0,1005435,0,0,0,0
"SZ",2001,0,0,0,1013609,0,0,0,0
"SZ",2002,0,0,0,1019059,0,0,0,0
"SZ",2003,0,0,0,1022802,0,0,0,0
"SZ",2004,0,0,0,1026286,0,0,0,0
"SZ",2005,0,0,0,1030579,0,0,0,0
"SZ",2006,0,0,0,1036092,0,0,0,0
"SZ",2007,0,0,0,1042652,0,0,0,0
"SZ",2008,0,0,0,1049945,0,0,0,0
"SZ",2009,0,0,0,1057467,1,0,0,0
"SZ",2010,0,0,0,1064837,0,0,1,0
"SZ",2011,0,0,0,1072032,0,0,0,0
"SZ",2012,0,0,0,1079288,0,0,0,0
"SZ",2013,0,0,0,1086839,0,0,0,0
"SZ",2014,0,0,0,1095021,0,0,0,0
"SZ",2015,0,0,0,1104044,0,1,0,0
"SZ",2016,0,0,0,1113984,0,0,0,0
"ET",1990,0,0,0,47887865,0,0,0,0
"ET",1991,0,0,0,49609969,0,0,0,0
"ET",1992,0,0,0,51423585,0,0,0,0
"ET",1993,0,0,0,53295566,0,0,0,0
"ET",1994,0,0,0,55180998,0,0,0,0
"ET",1995,0,0,0,57047908,0,0,0,0
"ET",1996,0,0,0,58883530,0,0,0,0
"ET",1997,0,0,0,60697443,0,0,0,0
"ET",1998,0,0,0,62507724,0,0,0,0
"ET",1999,0,0,0,64343013,0,0,0,0
"ET",2000,0,0,0,66224804,0,0,0,0
"ET",2001,0,0,0,68159423,0,0,0,0
"ET",2002,0,0,0,70142091,0,0,0,0
"ET",2003,0,0,0,72170584,0,0,0,0
"ET",2004,0,0,0,74239505,0,0,0,0
"ET",2005,0,0,0,76346311,0,0,0,0
"ET",2006,0,0,0,78489206,0,0,0,0
"ET",2007,0,0,0,80674348,0,0,0,0
"ET",2008,0,0,0,82916235,0,0,0,0
"ET",2009,0,0,0,85233913,1,0,0,0
"ET",2010,0,0,0,87639964,0,0,0,0
"ET",2011,0,0,0,90139927,0,1,0,0
"ET",2012,0,0,0,92726971,0,0,0,0
"ET",2013,0,0,0,95385785,0,0,0,0
"ET",2014,0,0,0,98094253,0,0,0,0
"ET",2015,0,0,0,100835458,0,0,0,0
"ET",2016,0,0,0,103603501,0,0,0,0
"FO",1990,0,0,0,47274,1,0,0,0
"FO",1991,0,0,0,47120,0,0,0,0
"FO",1992,0,0,0,46739,0,0,0,0
"FO",1993,0,0,0,46266,0,0,0,0
"FO",1994,0,0,0,45856,0,0,0,0
"FO",1995,0,0,0,45625,0,0,0,0
"FO",1996,0,0,0,45615,0,0,0,0
"FO",1997,0,0,0,45796,0,1,0,0
"FO",1998,0,0,0,46096,0,0,0,0
"FO",1999,0,0,0,46436,0,0,0,0
"FO",2000,0,0,0,46735,0,0,0,0
"FO",2001,0,0,0,46997,0,0,0,0
"FO",2002,0,0,0,47233,0,0,0,0
"FO",2003,0,0,0,47432,1,0,0,0
"FO",2004,0,0,0,47600,0,0,0,0
"FO",2005,0,0,0,47722,0,0,0,0
"FO",2006,0,0,0,47792,0,0,0,0
"FO",2007,0,0,0,47825,0,0,0,0
"FO",2008,0,0,0,47820,0,0,0,0
"FO",2009,0,0,0,47808,0,0,0,0
"FO",2010,0,0,0,47814,0,0,0,0
"FO",2011,0,0,0,47823,0,0,0,0
"FO",2012,0,0,0,47843,0,0,0,0
"FO",2013,0,0,0,47892,0,0,0,0
"FO",2014,0,0,0,47960,0,0,0,6
"FO",2015,0,0,0,48051,0,0,0,0
"FO",2016,0,0,0,48173,0,0,0,0
"FJ",1990,0,0,0,728573,0,0,0,0
"FJ",1991,0,0,0,735401,0,0,2,0
"FJ",1992,0,0,0,744469,0,0,0,0
"FJ",1993,0,0,0,754963,0,0,0,0
"FJ",1994,0,0,0,765609,0,0,0,0
"FJ",1995,0,0,0,775425,0,0,0,0
"FJ",1996,0,0,0,784386,0,0,0,0
"FJ",1997,0,0,0,792736,0,0,0,0
"FJ",1998,0,0,0,800157,0,0,0,0
"FJ",1999,0,0,0,806303,0,0,0,0
"FJ",2000,0,0,0,811006,0,0,0,0
"FJ",2001,0,0,0,813925,0,0,0,0
"FJ",2002,0,0,0,815257,0,0,0,0
"FJ",2003,0,0,0,816076,0,0,0,0
"FJ",2004,0,0,0,817860,0,0,0,0
"FJ",2005,0,0,0,821604,0,0,0,0
"FJ",2006,0,0,0,827870,0,0,0,0
"FJ",2007,0,0,0,836190,0,0,0,0
"FJ",2008,0,0,0,845361,0,0,0,0
"FJ",2009,0,0,0,853637,0,0,0,0
"FJ",2010,0,0,0,859818,1,0,0,0
"FJ",2011,0,0,0,863449,0,0,0,0
"FJ",2012,0,0,0,865069,0,0,0,0
"FJ",2013,0,0,0,865608,0,0,0,0
"FJ",2014,0,0,0,866453,0,0,0,0
"FJ",2015,0,0,0,868627,0,0,0,5
"FJ",2016,0,0,0,872399,0,0,0,0
"FI",1990,0,0,0,4986431,0,0,0,0
"FI",1991,0,0,0,5013740,0,0,0,0
"FI",1992,0,0,0,5041992,0,1,0,0
"FI",1993,0,0,0,5066447,0,0,0,0
"FI",1994,0,0,0,5088333,0,0,0,0
"FI",1995,0,0,0,5107790,0,0,0,0
"FI",1996,0,0,0,5124573,0,0,0,0
"FI",1997,0,0,0,5139835,0,0,0,0
"FI",1998,0,0,0,5153498,0,0,0,0
"FI",1999,0,0,0,5165474,0,0,0,0
"FI",2000,0,0,0,5176209,0,0,0,0
"FI",2001,0,0,0,5188008,0,0,0,0
"FI",2002,0,0,0,5200598,0,0,0,0
"FI",2003,0,0,0,5213014,0,0,0,0
"FI",2004,0,0,0,5228172,0,0,0,0
"FI",2005,0,0,0,5246096,0,0,0,0
"FI",2006,0,0,0,5266268,0,0,0,0
"FI",2007,0,0,0,5288720,1,0,0,0
"FI",2008,0,0,0,5313399,0,0,1,0
"FI",2009,0,0,0,5338871,0,0,0,0
"FI",2010,0,0,0,5363352,0,0,0,0
"FI",2011,0,0,0,5388272,0,0,0,0
"FI",2012,0,0,0,5413971,0,0,0,0
"FI",2013,0,0,0,5438972,0,1,0,0
"FI",2014,0,0,0,5461512,0,0,0,0
"FI",2015,0,0,0,5479531,0,0,0,0
"FI",2016,0,0,0,5495303,0,0,0,0
"FR",1990,0,0,0,58235697,0,0,0,0
"FR",1991,0,0,0,58559311,0,0,12,0
"FR",1992,0,0,0,58851217,0,0,0,0
"FR",1993,0,0,0,59106768,0,0,0,0
"FR",1994,0,0,0,59327192,0,0,0,0
"FR",1995,0,0,0,59541899,0,0,0,0
"FR",1996,0,0,0,59753100,0,0,0,0
"FR",1997,0,0,0,59964851,0,0,0,0
"FR",1998,0,0,0,60186288,0,0,1,0
"FR",1999,0,0,0,60496718,0,0,0,0
"FR",2000,0,0,0,60912500,0,0,0,0
"FR",2001,0,0,0,61357430,1,0,0,0
"FR",2002,0,1,1,61805267,1,0,0,0
"FR",2003,0,0,0,62244886,0,0,0,0
"FR",2004,0,0,0,62704895,0,0,0,0
"FR",2005,0,0,0,63179351,0,0,0,0
"FR",2006,0,0,0,63621381,0,0,0,0
"FR",2007,0,0,0,64016225,0,0,1,0
"FR",2008,0,0,0,64374984,0,0,0,0
"FR",2009,0,0,0,64707040,0,0,0,0
"FR",2010,0,0,0,65027507,0,0,0,0
"FR",2011,0,0,0,65342780,0,0,0,1
"FR",2012,0,0,0,65659809,0,0,0,0
"FR",2013,0,0,0,65998687,0,0,0,0
"FR",2014,0,0,0,66312067,0,0,0,0
"FR",2015,0,0,0,66548272,0,0,0,0
"FR",2016,0,0,0,66721256,0,0,0,0
"PF",1990,0,0,0,199905,0,0,0,0
"PF",1991,0,0,0,203726,0,0,0,0
"PF",1992,0,0,0,207245,0,0,0,0
"PF",1993,0,0,0,210642,0,0,0,1
"PF",1994,0,0,0,214197,1,0,0,0
"PF",1995,0,0,0,218071,0,0,0,0
"PF",1996,0,0,0,222322,0,0,0,0
"PF",1997,0,0,0,226866,0,0,0,0
"PF",1998,0,0,0,231570,0,0,0,0
"PF",1999,0,0,0,236221,0,0,0,0
"PF",2000,0,0,0,240686,0,0,0,0
"PF",2001,0,0,0,244931,0,0,0,0
"PF",2002,0,0,0,248972,0,0,0,0
"PF",2003,0,0,0,252703,0,1,0,0
"PF",2004,0,0,0,255992,0,0,2,0
"PF",2005,0,0,0,258780,0,0,0,0
"PF",2006,0,0,0,261010,0,0,0,0
"PF",2007,0,0,0,262721,0,0,0,0
"PF",2008,0,0,0,264061,1,0,0,0
"PF",2009,0,0,0,265254,0,0,2,0
"PF",2010,0,0,0,266455,1,0,0,0
"PF",2011,0,0,0,267698,0,0,0,0
"PF",2012,0,0,0,268998,0,0,0,0
"PF",2013,0,0,0,270328,0,0,1,0
"PF",2014,0,0,0,271705,0,0,0,0
"PF",2015,0,0,0,273124,0,0,0,0
"PF",2016,0,0,0,274575,1,0,0,0
"GA",1990,0,0,0,949488,0,0,0,0
"GA",1991,0,0,0,975783,0,0,0,0
"GA",1992,0,0,0,1002579,0,0,0,0
"GA",1993,0,0,0,1029778,0,1,0,1
"GA",1994,0,0,0,1057255,0,0,0,0
"GA",1995,0,0,0,1084946,0,0,1,0
"GA",1996,0,0,0,1112955,0,0,1,0
"GA",1997,0,0,0,1141338,0,0,0,0
"GA",1998,0,0,0,1170061,0,0,0,0
"GA",1999,0,0,0,1199052,0,0,0,0
"GA",2000,0,0,0,1228360,0,0,0,0
"GA",2001,0,0,0,1258003,0,0,0,0
"GA",2002,0,0,0,1288315,0,0,0,0
"GA",2003,0,0,0,1319953,0,0,0,0
"GA",2004,0,0,0,1353795,0,0,0,0
"GA",2005,0,0,0,1390549,0,0,0,0
"GA",2006,0,0,0,1430152,0,0,0,0
"GA",2007,0,0,0,1472575,0,0,0,0
"GA",2008,0,0,0,1518540,1,1,0,0
"GA",2009,0,0,0,1568928,1,0,0,0
"GA",2010,0,0,0,1624140,0,0,0,0
"GA",2011,0,0,0,1684635,0,0,0,0
"GA",2012,0,0,0,1749682,0,0,0,0
"GA",2013,0,0,0,1817071,0,0,0,0
"GA",2014,0,0,0,1883800,0,0,0,0
"GA",2015,0,0,0,1947686,0,0,0,0
"GA",2016,0,0,0,2007873,0,1,0,0
"GM",1990,0,0,0,955593,0,0,0,0
"GM",1991,0,0,0,992673,0,2,0,0
"GM",1992,0,0,0,1027475,0,0,0,0
"GM",1993,0,0,0,1060862,0,0,0,0
"GM",1994,0,0,0,1094212,0,0,0,0
"GM",1995,0,0,0,1128575,0,0,0,0
"GM",1996,0,0,0,1164091,0,0,0,0
"GM",1997,0,0,0,1200526,0,0,0,0
"GM",1998,0,0,0,1238125,0,0,0,0
"GM",1999,0,0,0,1277133,0,0,0,0
"GM",2000,0,0,0,1317703,0,0,0,0
"GM",2001,0,0,0,1360074,0,0,0,0
"GM",2002,0,0,0,1404261,0,0,0,0
"GM",2003,0,0,0,1449925,0,0,0,0
"GM",2004,0,0,0,1496527,0,0,0,0
"GM",2005,0,0,0,1543741,0,0,0,0
"GM",2006,0,0,0,1591445,0,0,0,0
"GM",2007,0,0,0,1639848,0,0,0,0
"GM",2008,0,0,0,1689285,0,0,0,0
"GM",2009,0,0,0,1740279,0,0,0,0
"GM",2010,0,0,0,1793196,0,0,0,0
"GM",2011,0,0,0,1848147,0,0,0,0
"GM",2012,0,0,0,1905011,0,0,0,0
"GM",2013,0,0,0,1963711,1,0,0,0
"GM",2014,0,0,0,2024042,0,0,0,0
"GM",2015,0,0,0,2085860,0,0,0,0
"GM",2016,0,0,0,2149139,0,0,0,0
"GE",1990,0,0,0,4802000,0,0,0,0
"GE",1991,0,0,0,4835900,0,0,0,0
"GE",1992,0,0,0,4873500,0,0,0,0
"GE",1993,0,0,0,4911100,0,1,0,0
"GE",1994,0,0,0,4836076,0,0,0,0
"GE",1995,0,0,0,4657722,0,0,0,0
"GE",1996,0,0,0,4491699,0,0,0,0
"GE",1997,0,0,0,4349913,0,0,0,0
"GE",1998,0,0,0,4243607,0,0,0,0
"GE",1999,0,0,0,4157192,0,0,0,0
"GE",2000,0,0,0,4077131,0,0,0,0
"GE",2001,0,0,0,4014373,0,0,0,0
"GE",2002,0,0,0,3978515,0,0,0,0
"GE",2003,0,0,0,3951736,0,0,0,0
"GE",2004,0,0,0,3927340,0,0,0,0
"GE",2005,0,1,1,3902469,0,0,0,0
"GE",2006,0,0,0,3880347,1,0,0,0
"GE",2007,0,0,0,3860158,0,0,0,0
"GE",2008,0,0,0,3848449,0,0,0,0
"GE",2009,0,0,0,3814419,0,0,0,0
"GE",2010,0,0,0,3786695,0,0,0,0
"GE",2011,0,0,0,3756441,0,0,0,0
"GE",2012,0,0,0,3728874,0,0,0,0
"GE",2013,0,0,0,3717668,0,0,0,0
"GE",2014,0,0,0,3719414,2,0,0,0
"GE",2015,0,0,0,3725276,0,0,0,0
"GE",2016,0,0,0,3727505,0,0,0,0
"DE",1990,0,0,0,79433029,0,0,0,0
"DE",1991,0,0,0,80013896,0,0,0,0
"DE",1992,0,1,1,80624598,0,0,0,0
"DE",1993,0,0,0,81156363,0,0,0,0
"DE",1994,0,0,0,81438348,1,0,0,0
"DE",1995,0,2,2,81678051,1,0,0,0
"DE",1996,0,0,0,81914831,0,0,0,0
"DE",1997,0,0,0,82034771,0,0,0,0
"DE",1998,0,1,1,82047195,0,0,0,0
"DE",1999,0,0,0,82100243,0,0,0,0
