"iso2c","year","launched","foiled","all","population","all_poisson","launched_poisson","all_nb","launched_nb"
"LB",1994,0,0,0,3403357,0,1,1,3
"LB",1995,0,0,0,3528380,0,0,0,0
"LB",1996,0,0,0,3610665,0,0,0,0
"LB",1997,0,0,0,3658424,0,0,0,0
"LB",1998,0,0,0,3693520,1,0,0,0
"LB",1999,0,0,0,3747766,0,0,0,0
"LB",2000,0,0,0,3842778,0,0,0,0
"LB",2001,0,0,0,3991001,0,0,0,0
"LB",2002,0,0,0,4182205,0,0,0,0
"LB",2003,0,0,0,4388375,0,0,0,0
"LB",2004,0,0,0,4569378,1,0,0,0
"LB",2005,0,0,0,4698763,0,0,0,0
"LB",2006,0,0,0,4759753,0,0,0,0
"LB",2007,0,0,0,4767344,0,0,0,0
"LB",2008,0,0,0,4764741,0,0,0,0
"LB",2009,0,0,0,4813026,0,0,2,0
"LB",2010,0,0,0,4953061,0,0,0,0
"LB",2011,0,0,0,5202343,0,0,0,0
"LB",2012,0,0,0,5538634,0,0,0,0
"LB",2013,0,0,0,5914621,0,0,0,0
"LB",2014,0,0,0,6262410,0,0,0,0
"LB",2015,0,0,0,6532678,1,0,0,0
"LB",2016,0,0,0,6711121,0,0,0,0
"LS",1990,0,0,0,1703747,0,0,0,0
"LS",1991,0,0,0,1742539,0,0,0,0
"LS",1992,0,0,0,1782285,0,0,0,0
"LS",1993,0,0,0,1822236,0,0,0,0
"LS",1994,0,0,0,1861324,0,0,0,0
"LS",1995,0,0,0,1898598,0,0,0,0
"LS",1996,0,0,0,1934291,0,0,0,0
"LS",1997,0,0,0,1968044,0,0,0,0
"LS",1998,0,0,0,1997516,0,0,0,0
"LS",1999,0,0,0,2019731,0,0,0,0
"LS",2000,0,0,0,2032804,0,0,0,0
"LS",2001,0,0,0,2035740,0,0,0,0
"LS",2002,0,0,0,2029829,0,0,0,0
"LS",2003,0,0,0,2018348,0,0,0,0
"LS",2004,0,0,0,2005940,0,0,0,0
"LS",2005,0,0,0,1996114,0,0,0,0
"LS",2006,0,0,0,1989939,0,0,0,0
"LS",2007,0,0,0,1986922,0,0,0,0
"LS",2008,0,0,0,1987129,0,0,0,0
"LS",2009,0,0,0,1990131,0,0,0,0
"LS",2010,0,0,0,1995581,0,0,0,0
"LS",2011,0,0,0,2003787,0,0,0,0
"LS",2012,0,0,0,2014990,0,0,0,1
"LS",2013,0,0,0,2028519,0,0,0,0
"LS",2014,0,0,0,2043437,0,0,0,0
"LS",2015,0,0,0,2059021,0,0,0,0
"LS",2016,0,0,0,2075001,0,0,0,0
"LR",1990,0,0,0,2075912,1,0,0,0
"LR",1991,0,0,0,2040139,0,0,0,0
"LR",1992,0,0,0,2001624,0,0,0,0
"LR",1993,0,0,0,1976699,0,1,0,0
"LR",1994,0,0,0,1986493,0,0,0,0
"LR",1995,0,0,0,2044661,0,0,0,0
"LR",1996,0,0,0,2160478,0,0,0,0
"LR",1997,0,0,0,2326202,1,0,0,0
"LR",1998,0,0,0,2517481,0,0,0,0
"LR",1999,0,0,0,2699712,0,0,0,0
"LR",2000,0,0,0,2848456,0,0,0,0
"LR",2001,0,0,0,2953927,0,0,0,0
"LR",2002,0,0,0,3024729,0,0,0,0
"LR",2003,0,0,0,3077058,0,0,0,0
"LR",2004,0,0,0,3135651,0,0,0,0
"LR",2005,0,0,0,3218116,0,0,0,0
"LR",2006,0,0,0,3329211,0,0,0,0
"LR",2007,0,0,0,3461911,0,0,0,0
"LR",2008,0,0,0,3607860,0,0,0,0
"LR",2009,0,0,0,3754133,0,0,0,0
"LR",2010,0,0,0,3891356,0,0,0,0
"LR",2011,0,0,0,4017443,0,0,0,0
"LR",2012,0,0,0,4135659,0,0,0,0
"LR",2013,0,0,0,4248334,0,0,0,0
"LR",2014,0,0,0,4359505,0,0,0,0
"LR",2015,0,0,0,4472230,0,0,0,0
"LR",2016,0,0,0,4586788,0,0,0,0
"LY",1990,0,0,0,4436661,0,0,0,0
"LY",1991,0,0,0,4544242,0,0,0,0
"LY",1992,0,0,0,4650885,0,0,0,0
"LY",1993,0,0,0,4755133,0,0,0,0
"LY",1994,0,0,0,4854875,0,0,0,0
"LY",1995,0,0,0,4948798,1,0,0,0
"LY",1996,0,0,0,5036171,0,0,0,0
"LY",1997,0,0,0,5118007,0,0,0,0
"LY",1998,0,0,0,5196780,0,0,0,0
"LY",1999,0,0,0,5275926,0,0,0,0
"LY",2000,0,0,0,5357891,0,0,4,0
"LY",2001,0,0,0,5443248,0,0,0,0
"LY",2002,0,0,0,5531089,0,0,0,0
"LY",2003,0,0,0,5620547,0,0,0,0
"LY",2004,0,0,0,5710154,0,0,0,0
"LY",2005,0,0,0,5798614,0,0,0,0
"LY",2006,0,0,0,5886872,0,0,0,0
"LY",2007,0,0,0,5974787,0,0,0,0
"LY",2008,0,0,0,6058748,0,0,0,0
"LY",2009,0,0,0,6133984,0,0,0,0
"LY",2010,0,0,0,6197663,1,0,0,0
"LY",2011,0,0,0,6247439,0,0,0,0
"LY",2012,0,0,0,6285750,0,0,0,0
"LY",2013,0,0,0,6320359,0,0,1,0
"LY",2014,0,0,0,6362037,0,0,0,0
"LY",2015,0,0,0,6418315,0,1,0,0
"LY",2016,0,0,0,6492164,0,0,0,0
"LI",1990,0,0,0,28789,0,0,0,0
"LI",1991,0,0,0,29159,0,0,0,0
"LI",1992,0,0,0,29553,0,0,0,0
"LI",1993,0,0,0,29975,0,0,0,0
"LI",1994,0,0,0,30426,0,0,0,0
"LI",1995,0,0,0,30880,0,0,0,0
"LI",1996,0,0,0,31348,0,0,0,0
"LI",1997,0,0,0,31830,0,0,0,0
"LI",1998,0,0,0,32311,0,0,0,0
"LI",1999,0,0,0,32769,0,0,0,0
"LI",2000,0,0,0,33184,0,0,0,0
"LI",2001,0,0,0,33552,0,0,0,0
"LI",2002,0,0,0,33879,0,0,0,0
"LI",2003,0,0,0,34175,0,0,0,0
"LI",2004,0,0,0,34452,0,0,0,0
"LI",2005,0,0,0,34713,0,0,0,0
"LI",2006,0,0,0,34970,0,0,0,0
"LI",2007,0,0,0,35217,0,0,0,0
"LI",2008,0,0,0,35471,0,0,0,0
"LI",2009,0,0,0,35727,0,0,0,0
"LI",2010,0,0,0,35994,1,1,2,0
"LI",2011,0,0,0,36293,0,0,0,0
"LI",2012,0,0,0,36615,0,0,0,0
"LI",2013,0,0,0,36934,0,0,0,0
"LI",2014,0,0,0,37223,0,0,0,0
"LI",2015,0,0,0,37470,0,0,0,0
"LI",2016,0,0,0,37658,0,0,0,0
"LT",1990,0,0,0,3697838,0,0,0,0
"LT",1991,0,0,0,3704134,0,0,0,0
"LT",1992,0,0,0,3700114,0,0,0,0
"LT",1993,0,0,0,3682613,1,0,0,0
"LT",1994,0,0,0,3657144,0,0,0,0
"LT",1995,0,0,0,3629102,0,0,0,0
"LT",1996,0,0,0,3601613,1,0,0,0
"LT",1997,0,0,0,3575137,1,0,0,0
"LT",1998,0,0,0,3549331,0,0,0,0
"LT",1999,0,0,0,3524238,0,0,0,0
"LT",2000,0,0,0,3499536,0,0,1,0
"LT",2001,0,0,0,3470818,0,0,0,0
"LT",2002,0,0,0,3443067,0,0,0,0
"LT",2003,0,0,0,3415213,0,0,0,0
"LT",2004,0,0,0,3377075,0,0,0,0
"LT",2005,0,0,0,3322528,0,0,0,0
"LT",2006,0,0,0,3269909,0,0,0,0
"LT",2007,0,0,0,3231294,0,0,0,0
"LT",2008,0,0,0,3198231,0,1,0,0
"LT",2009,0,0,0,3162916,0,0,0,0
"LT",2010,0,0,0,3097282,0,0,0,0
"LT",2011,0,0,0,3028115,0,0,0,0
"LT",2012,0,0,0,2987773,0,0,0,0
"LT",2013,0,0,0,2957689,0,0,0,0
"LT",2014,0,0,0,2932367,0,0,0,0
"LT",2015,0,0,0,2904910,0,0,0,0
"LT",2016,0,0,0,2868231,0,0,0,0
"LU",1990,0,0,0,381850,0,1,0,0
"LU",1991,0,0,0,387000,0,0,0,0
"LU",1992,0,0,0,392175,0,0,0,0
"LU",1993,0,0,0,397475,0,0,4,0
"LU",1994,0,0,0,402925,0,0,0,4
"LU",1995,0,0,0,408625,0,1,0,0
"LU",1996,0,0,0,414225,0,0,0,0
"LU",1997,0,0,0,419450,0,0,0,0
"LU",1998,0,0,0,424700,0,1,0,0
"LU",1999,0,0,0,430475,0,0,0,0
"LU",2000,0,0,0,436300,0,0,0,0
"LU",2001,0,0,0,441525,0,0,0,0
"LU",2002,0,0,0,446175,0,0,0,0
"LU",2003,0,0,0,451630,0,0,0,0
"LU",2004,0,0,0,458095,0,0,0,0
"LU",2005,0,0,0,465158,0,0,0,0
"LU",2006,0,0,0,472637,0,0,0,0
"LU",2007,0,0,0,479993,0,0,0,0
"LU",2008,0,0,0,488650,0,0,0,7
"LU",2009,0,0,0,497783,0,0,0,0
"LU",2010,0,0,0,506953,1,0,0,0
"LU",2011,0,0,0,518347,0,0,0,0
"LU",2012,0,0,0,530946,0,0,0,0
"LU",2013,0,0,0,543360,0,0,0,0
"LU",2014,0,0,0,556319,0,0,0,0
"LU",2015,0,0,0,569604,0,1,0,0
"LU",2016,0,0,0,582014,0,0,0,0
"MO",1990,0,0,0,343808,0,0,0,0
"MO",1991,0,0,0,353626,0,0,0,0
"MO",1992,0,0,0,362311,0,0,0,0
"MO",1993,0,0,0,370199,0,0,0,0
"MO",1994,0,0,0,377798,0,0,0,0
"MO",1995,0,0,0,385513,0,0,0,0
"MO",1996,0,0,0,393373,0,0,0,0
"MO",1997,0,0,0,401352,0,0,0,0
"MO",1998,0,0,0,409616,0,0,0,0
"MO",1999,0,0,0,418383,0,0,0,0
"MO",2000,0,0,0,427782,0,0,0,0
"MO",2001,0,0,0,437938,0,0,0,0
"MO",2002,0,0,0,448821,0,1,0,0
"MO",2003,0,0,0,460165,0,0,0,0
"MO",2004,0,0,0,471597,0,0,0,0
"MO",2005,0,0,0,482858,0,0,0,0
"MO",2006,0,0,0,493799,0,0,0,0
"MO",2007,0,0,0,504511,0,0,0,0
"MO",2008,0,0,0,515239,0,0,0,0
"MO",2009,0,0,0,526400,1,0,0,0
"MO",2010,0,0,0,538219,0,0,0,0
"MO",2011,0,0,0,550832,0,0,0,0
"MO",2012,0,0,0,564039,1,0,0,0
"MO",2013,0,0,0,577372,0,0,0,0
"MO",2014,0,0,0,590208,0,0,0,0
"MO",2015,0,0,0,602085,0,0,1,0
"MO",2016,0,0,0,612836,1,0,0,0
"MG",1990,0,0,0,11598633,0,0,0,0
"MG",1991,0,0,0,11942819,0,1,0,0
"MG",1992,0,0,0,12301336,0,0,0,0
"MG",1993,0,0,0,12675460,0,0,0,0
"MG",1994,0,0,0,13066543,0,0,0,0
"MG",1995,0,0,0,13475400,0,0,0,0
"MG",1996,0,0,0,13902688,0,0,0,0
"MG",1997,0,0,0,14347854,0,0,0,0
"MG",1998,0,0,0,14808791,0,0,0,0
"MG",1999,0,0,0,15282521,0,0,0,0
"MG",2000,0,0,0,15766806,0,0,0,0
"MG",2001,0,0,0,16260932,1,0,0,0
"MG",2002,0,0,0,16765117,0,0,0,0
"MG",2003,0,0,0,17279141,0,0,1,0
"MG",2004,0,0,0,17802997,1,0,0,0
"MG",2005,0,0,0,18336724,0,0,0,0
"MG",2006,0,0,0,18880269,0,0,0,0
"MG",2007,0,0,0,19433530,0,0,0,0
"MG",2008,0,0,0,19996473,0,0,0,0
"MG",2009,0,0,0,20569117,0,0,0,0
"MG",2010,0,0,0,21151640,0,0,0,0
"MG",2011,0,0,0,21743967,0,0,0,0
"MG",2012,0,0,0,22346641,0,0,0,0
"MG",2013,0,0,0,22961253,0,0,0,0
"MG",2014,0,0,0,23589887,1,0,0,0
"MG",2015,0,0,0,24234088,0,0,0,0
"MG",2016,0,0,0,24894380,0,0,0,0
"MW",1990,0,0,0,9404500,0,0,0,0
"MW",1991,0,0,0,9600355,0,2,0,0
"MW",1992,0,0,0,9685973,0,0,0,0
"MW",1993,0,0,0,9710331,0,0,0,0
"MW",1994,0,0,0,9745690,0,0,0,0
"MW",1995,0,0,0,9844415,0,0,0,0
"MW",1996,0,0,0,10022789,0,0,0,0
"MW",1997,0,0,0,10264906,0,0,0,0
"MW",1998,0,0,0,10552338,0,0,0,0
"MW",1999,0,0,0,10854322,0,0,0,0
"MW",2000,0,0,0,11148758,0,1,0,0
"MW",2001,0,0,0,11432000,0,0,0,0
"MW",2002,0,0,0,11713664,0,0,0,0
"MW",2003,0,0,0,12000181,0,0,0,0
"MW",2004,0,0,0,12301838,0,0,0,0
"MW",2005,0,0,0,12625952,0,0,0,0
"MW",2006,0,0,0,12973699,0,0,0,0
"MW",2007,0,0,0,13341806,0,0,0,0
"MW",2008,0,0,0,13727890,0,0,0,0
"MW",2009,0,0,0,14128155,0,1,0,0
"MW",2010,0,0,0,14539612,0,0,0,0
"MW",2011,0,0,0,14962112,1,0,0,0
"MW",2012,0,0,0,15396005,0,0,0,0
"MW",2013,0,0,0,15839269,0,0,0,0
"MW",2014,0,0,0,16289540,0,0,0,0
"MW",2015,0,0,0,16745303,0,0,0,0
"MW",2016,0,0,0,17205289,0,0,0,0
"MY",1990,0,0,0,18029824,0,0,0,0
"MY",1991,0,0,0,18519937,1,0,0,0
"MY",1992,0,0,0,19002656,0,0,0,0
"MY",1993,0,0,0,19484898,0,0,0,0
"MY",1994,0,0,0,19977500,0,0,0,0
"MY",1995,0,0,0,20487607,0,0,0,0
"MY",1996,0,0,0,21017613,0,0,0,0
"MY",1997,0,0,0,21562793,0,0,0,0
"MY",1998,0,0,0,22114654,0,0,0,0
"MY",1999,0,0,0,22661298,1,0,0,0
"MY",2000,0,0,0,23194257,0,0,0,0
"MY",2001,0,0,0,23709119,0,0,0,0
"MY",2002,0,0,0,24208391,0,0,0,0
"MY",2003,0,0,0,24698819,0,0,0,0
"MY",2004,0,0,0,25190652,0,0,0,0
"MY",2005,0,0,0,25690611,0,0,0,0
"MY",2006,0,0,0,26201961,0,0,0,0
"MY",2007,0,0,0,26720370,0,0,0,0
"MY",2008,0,0,0,27236006,0,0,0,0
"MY",2009,0,0,0,27735040,0,0,0,0
"MY",2010,0,0,0,28208035,0,0,0,0
"MY",2011,0,0,0,28650955,0,0,0,0
"MY",2012,0,0,0,29068159,0,0,0,0
"MY",2013,0,0,0,29468872,0,1,0,0
"MY",2014,0,0,0,29866559,0,0,0,0
"MY",2015,0,0,0,30270962,0,0,0,0
"MY",2016,0,0,0,30684804,0,0,0,0
"MV",1990,0,0,0,223158,0,0,0,0
"MV",1991,0,0,0,229751,0,0,0,0
"MV",1992,0,0,0,236265,0,0,0,0
"MV",1993,0,0,0,242605,0,1,0,0
"MV",1994,0,0,0,248588,0,0,0,0
"MV",1995,0,0,0,254139,0,0,0,0
"MV",1996,0,0,0,259183,0,0,0,0
"MV",1997,0,0,0,263842,0,0,1,0
"MV",1998,0,0,0,268455,0,1,0,0
"MV",1999,0,0,0,273527,0,0,0,0
"MV",2000,0,0,0,279398,0,0,1,0
"MV",2001,0,0,0,286306,0,0,0,0
"MV",2002,0,0,0,294186,0,0,0,0
"MV",2003,0,0,0,302683,0,0,0,0
"MV",2004,0,0,0,311265,0,0,0,0
"MV",2005,0,0,0,319608,0,0,0,0
"MV",2006,0,0,0,327487,0,0,0,0
"MV",2007,0,0,0,335169,1,0,0,0
"MV",2008,0,0,0,343452,0,0,0,0
"MV",2009,0,0,0,353398,1,0,0,0
"MV",2010,0,0,0,365734,0,0,0,0
"MV",2011,0,0,0,380495,0,0,0,0
"MV",2012,0,0,0,397237,0,0,0,0
"MV",2013,0,0,0,415593,0,0,0,0
"MV",2014,0,0,0,435015,0,0,0,0
"MV",2015,0,0,0,454915,0,0,0,0
"MV",2016,0,0,0,475513,0,0,0,0
"ML",1990,0,0,0,8449913,1,0,0,0
"ML",1991,0,0,0,8635527,0,0,0,0
"ML",1992,0,0,0,8850334,0,0,0,0
"ML",1993,0,0,0,9087176,0,1,0,0
"ML",1994,0,0,0,9334880,0,0,0,0
"ML",1995,0,0,0,9585653,0,0,0,0
"ML",1996,0,0,0,9837571,0,0,0,0
"ML",1997,0,0,0,10094368,0,0,0,0
"ML",1998,0,0,0,10360561,0,0,0,0
"ML",1999,0,0,0,10642936,0,0,0,0
"ML",2000,0,0,0,10946445,0,0,0,0
"ML",2001,0,0,0,11271600,0,0,0,0
"ML",2002,0,0,0,11616887,0,0,0,0
"ML",2003,0,0,0,11982695,0,0,0,0
"ML",2004,0,0,0,12369070,1,0,0,0
"ML",2005,0,0,0,12775516,0,0,0,0
"ML",2006,0,0,0,13203378,0,0,0,0
"ML",2007,0,0,0,13651464,0,0,0,0
"ML",2008,0,0,0,14113577,0,0,0,0
"ML",2009,0,0,0,14581429,0,0,0,0
"ML",2010,0,0,0,15049353,0,0,0,0
"ML",2011,0,0,0,15514591,1,0,0,0
"ML",2012,0,0,0,15979499,0,0,0,0
"ML",2013,0,0,0,16449864,0,0,0,0
"ML",2014,0,0,0,16934220,0,0,0,0
"ML",2015,0,0,0,17438778,0,0,0,0
"ML",2016,0,0,0,17965429,1,0,0,0
"MT",1990,0,0,0,354170,0,0,0,0
"MT",1991,0,0,0,363845,0,0,0,0
"MT",1992,0,0,0,367618,0,0,0,0
"MT",1993,0,0,0,371308,0,1,1,0
"MT",1994,0,0,0,374797,0,0,0,0
"MT",1995,0,0,0,377419,0,1,0,0
"MT",1996,0,0,0,379905,0,0,0,0
"MT",1997,0,0,0,382791,0,0,0,0
"MT",1998,0,0,0,385287,0,0,0,0
"MT",1999,0,0,0,387578,0,0,0,0
"MT",2000,0,0,0,390087,0,0,0,0
"MT",2001,0,0,0,393028,0,0,0,0
"MT",2002,0,0,0,395969,0,0,0,0
"MT",2003,0,0,0,398582,0,0,0,0
"MT",2004,0,0,0,401268,0,0,0,0
"MT",2005,0,0,0,403834,0,0,2,0
"MT",2006,0,0,0,405308,0,0,0,0
"MT",2007,0,0,0,406724,0,0,0,0
"MT",2008,0,0,0,409379,1,0,0,0
"MT",2009,0,0,0,412477,0,0,0,0
"MT",2010,0,0,0,414508,0,0,0,0
"MT",2011,0,0,0,416268,0,0,0,0
"MT",2012,0,0,0,420028,1,0,0,0
"MT",2013,0,0,0,425967,0,1,0,0
"MT",2014,0,0,0,434558,0,0,0,0
"MT",2015,0,0,0,445053,0,0,0,0
"MT",2016,0,0,0,455356,0,0,0,0
"MH",1990,0,0,0,47271,0,0,0,0
"MH",1991,0,0,0,48404,0,0,1,0
"MH",1992,0,0,0,49245,0,0,0,0
"MH",1993,0,0,0,49831,0,0,0,0
"MH",1994,0,0,0,50215,0,0,0,0
"MH",1995,0,0,0,50457,0,0,0,0
"MH",1996,0,0,0,50533,0,0,0,0
"MH",1997,0,0,0,50450,0,0,0,0
"MH",1998,0,0,0,50356,0,0,1,0
"MH",1999,0,0,0,50423,0,0,0,0
"MH",2000,0,0,0,50753,1,0,0,0
"MH",2001,0,0,0,51422,0,0,0,0
"MH",2002,0,0,0,52370,0,0,0,0
"MH",2003,0,0,0,53456,0,0,0,0
"MH",2004,0,0,0,54476,0,0,0,0
"MH",2005,0,0,0,55258,0,0,0,0
"MH",2006,0,0,0,55767,0,1,0,0
"MH",2007,0,0,0,56051,0,0,0,0
"MH",2008,0,0,0,56174,0,0,0,0
"MH",2009,0,0,0,56250,0,0,0,0
"MH",2010,0,0,0,56366,0,0,0,0
"MH",2011,0,0,0,56531,0,0,0,0
"MH",2012,0,0,0,56717,0,0,0,0
"MH",2013,0,0,0,56938,0,0,0,0
"MH",2014,0,0,0,57179,0,0,0,0
"MH",2015,0,0,0,57439,0,0,0,0
"MH",2016,0,0,0,57735,0,0,0,0
"MR",1990,0,0,0,2034346,0,0,1,0
"MR",1991,0,0,0,2087912,1,0,0,0
"MR",1992,0,0,0,2142645,0,0,0,0
"MR",1993,0,0,0,2198532,0,0,0,0
"MR",1994,0,0,0,2255516,0,0,0,0
"MR",1995,0,0,0,2313630,0,0,0,0
"MR",1996,0,0,0,2372901,1,0,0,0
"MR",1997,0,0,0,2433563,0,0,0,0
"MR",1998,0,0,0,2496216,0,0,0,0
"MR",1999,0,0,0,2561585,0,0,0,0
"MR",2000,0,0,0,2630219,0,0,0,0
"MR",2001,0,0,0,2702400,0,0,0,0
"MR",2002,0,0,0,2778099,0,0,0,0
"MR",2003,0,0,0,2857148,1,0,0,0
"MR",2004,0,0,0,2939247,1,0,0,0
"MR",2005,0,0,0,3024194,0,0,0,0
"MR",2006,0,0,0,3111906,0,0,0,0
"MR",2007,0,0,0,3202517,0,0,0,0
"MR",2008,0,0,0,3296238,1,0,0,0
"MR",2009,0,0,0,3393409,0,0,0,0
"MR",2010,0,0,0,3494195,1,0,0,0
"MR",2011,0,0,0,3598648,0,1,0,0
"MR",2012,0,0,0,3706554,0,0,0,0
"MR",2013,0,0,0,3817494,0,0,0,0
"MR",2014,0,0,0,3930896,0,0,0,0
"MR",2015,0,0,0,4046301,0,0,0,0
"MR",2016,0,0,0,4163534,0,0,0,0
"MU",1990,0,0,0,1058775,0,1,0,0
"MU",1991,0,0,0,1070266,0,0,0,0
"MU",1992,0,0,0,1084441,0,0,0,0
"MU",1993,0,0,0,1097374,0,1,0,0
"MU",1994,0,0,0,1112846,0,0,0,0
"MU",1995,0,0,0,1122457,0,0,0,0
"MU",1996,0,0,0,1133996,0,0,0,0
"MU",1997,0,0,0,1148284,0,0,0,0
"MU",1998,0,0,0,1160421,0,0,0,0
"MU",1999,0,0,0,1175267,0,0,0,0
"MU",2000,0,0,0,1186873,1,0,0,0
"MU",2001,0,1,1,1196287,0,0,0,0
"MU",2002,0,0,0,1204621,0,0,0,0
"MU",2003,0,0,0,1213370,0,0,0,0
"MU",2004,0,0,0,1221003,0,0,0,0
"MU",2005,0,0,0,1228254,0,0,0,0
"MU",2006,0,0,0,1233996,0,0,0,0
"MU",2007,0,0,0,1239630,0,0,0,0
"MU",2008,0,0,0,1244121,0,1,0,0
"MU",2009,0,0,0,1247429,0,0,0,0
"MU",2010,0,0,0,1250400,0,0,0,0
"MU",2011,0,0,0,1252404,0,0,0,0
"MU",2012,0,0,0,1255882,0,0,0,0
"MU",2013,0,0,0,1258653,0,0,0,0
"MU",2014,0,0,0,1260934,0,0,0,0
"MU",2015,0,0,0,1262605,0,0,0,0
"MU",2016,0,0,0,1263473,1,0,0,0
"MX",1990,0,0,0,83943132,0,0,0,0
"MX",1991,0,0,0,85512623,0,0,0,0
"MX",1992,0,0,0,87075138,0,0,0,0
"MX",1993,0,0,0,88625440,0,0,0,0
"MX",1994,0,0,0,90156400,0,0,0,0
"MX",1995,0,0,0,91663285,0,0,0,0
"MX",1996,0,0,0,93147044,0,0,0,0
"MX",1997,0,0,0,94611002,0,0,0,0
"MX",1998,0,0,0,96056321,0,0,0,0
"MX",1999,0,0,0,97484832,0,0,0,0
"MX",2000,0,0,0,98899845,0,0,2,0
"MX",2001,0,0,0,100298153,0,0,0,0
"MX",2002,0,1,1,101684758,0,0,0,0
"MX",2003,0,0,0,103081020,1,0,0,0
"MX",2004,0,0,0,104514932,0,0,0,0
"MX",2005,0,0,0,106005203,0,0,0,0
"MX",2006,0,0,0,107560153,0,0,0,0
"MX",2007,0,0,0,109170502,0,0,0,0
"MX",2008,0,0,0,110815271,0,0,0,0
"MX",2009,0,0,0,112463887,0,0,0,0
"MX",2010,0,0,0,114092963,0,0,0,0
"MX",2011,0,0,0,115695473,0,0,0,0
"MX",2012,0,0,0,117274155,0,0,0,0
"MX",2013,0,0,0,118827161,0,0,0,0
"MX",2014,0,0,0,120355128,0,0,0,0
"MX",2015,0,0,0,121858258,0,0,0,0
"MX",2016,0,0,0,123333376,0,0,0,0
"FM",1990,0,0,0,96301,0,0,0,0
"FM",1991,0,0,0,98770,0,0,0,0
"FM",1992,0,0,0,101389,0,0,0,0
"FM",1993,0,0,0,103915,0,0,0,0
"FM",1994,0,0,0,106030,0,0,0,0
"FM",1995,0,0,0,107529,0,0,0,0
"FM",1996,0,0,0,108321,0,0,0,0
"FM",1997,0,0,0,108480,0,0,0,0
"FM",1998,0,0,0,108208,0,0,1,0
"FM",1999,0,0,0,107781,0,0,0,0
"FM",2000,0,0,0,107402,0,1,0,0
"FM",2001,0,0,0,107173,0,0,0,0
"FM",2002,0,0,0,107030,0,0,0,0
"FM",2003,0,0,0,106901,2,0,0,0
"FM",2004,0,0,0,106625,0,0,0,0
"FM",2005,0,0,0,106129,0,0,0,0
"FM",2006,0,0,0,105371,0,0,0,0
"FM",2007,0,0,0,104444,0,0,0,0
"FM",2008,0,0,0,103543,0,0,0,0
"FM",2009,0,0,0,102975,0,1,0,0
"FM",2010,0,0,0,102911,0,0,1,0
"FM",2011,0,0,0,103450,0,0,0,0
"FM",2012,0,0,0,104506,0,0,0,0
"FM",2013,0,0,0,105926,0,0,0,0
"FM",2014,0,0,0,107446,1,0,0,0
"FM",2015,0,0,0,108895,0,0,0,0
"FM",2016,0,0,0,110215,0,0,0,0
"MD",1990,0,0,0,2969097,0,0,0,0
"MD",1991,0,0,0,2975523,0,0,3,0
"MD",1992,0,0,0,2977130,0,0,0,0
"MD",1993,0,0,0,2973114,0,0,0,0
"MD",1994,0,0,0,2964277,0,0,0,0
"MD",1995,0,0,0,2952307,0,0,0,0
"MD",1996,0,0,0,2946401,0,0,0,0
"MD",1997,0,0,0,2935524,0,0,0,0
"MD",1998,0,0,0,2934339,0,0,0,0
"MD",1999,0,0,0,2929735,0,0,0,0
"MD",2000,0,0,0,2923783,0,0,0,0
"MD",2001,0,0,0,2917252,1,0,0,0
"MD",2002,0,0,0,2910504,0,0,0,0
"MD",2003,0,0,0,2902320,0,0,0,0
"MD",2004,0,0,0,2895147,0,0,0,0
"MD",2005,0,0,0,2888111,0,0,0,0
"MD",2006,0,0,0,2880095,0,0,0,0
"MD",2007,0,0,0,2873429,0,0,0,0
"MD",2008,0,0,0,2867964,0,0,0,0
"MD",2009,0,0,0,2864346,0,0,0,0
"MD",2010,0,0,0,2861487,0,0,0,0
"MD",2011,0,0,0,2859833,0,0,0,0
"MD",2012,0,0,0,2859458,0,0,0,0
"MD",2013,0,0,0,2858692,0,0,0,0
"MD",2014,0,0,0,2856950,0,0,0,0
"MD",2015,0,0,0,2834530,0,0,0,0
"MD",2016,0,0,0,2802170,0,0,0,0
"MC",1990,0,0,0,29438,0,0,0,0
"MC",1991,0,0,0,29622,1,0,0,0
"MC",1992,0,0,0,29865,0,0,0,0
"MC",1993,0,0,0,30146,0,0,0,0
"MC",1994,0,0,0,30435,0,0,0,0
"MC",1995,0,0,0,30716,0,0,0,0
"MC",1996,0,0,0,30995,1,0,0,2
"MC",1997,0,0,0,31280,0,0,0,0
"MC",1998,0,0,0,31556,0,0,0,0
"MC",1999,0,0,0,31844,1,0,0,0
"MC",2000,0,0,0,32147,0,0,0,0
"MC",2001,0,0,0,32470,0,0,0,0
"MC",2002,0,0,0,32806,0,0,0,0
"MC",2003,0,0,0,33153,0,0,0,0
"MC",2004,0,0,0,33500,0,0,0,0
"MC",2005,0,0,0,33843,0,0,0,0
"MC",2006,0,0,0,34190,0,0,0,0
"MC",2007,0,0,0,34525,0,0,0,0
"MC",2008,0,0,0,34872,0,0,0,0
"MC",2009,0,0,0,35226,0,0,0,0
"MC",2010,0,0,0,35612,0,0,0,0
"MC",2011,0,0,0,36024,0,0,0,0
"MC",2012,0,0,0,36460,1,0,0,0
"MC",2013,0,0,0,36901,0,0,0,0
"MC",2014,0,0,0,37322,0,0,0,0
"MC",2015,0,0,0,37718,0,0,0,0
"MC",2016,0,0,0,38070,0,0,0,0
"MN",1990,0,0,0,2184145,0,0,0,0
"MN",1991,0,0,0,2217917,0,0,0,0
"MN",1992,0,0,0,2243495,0,0,0,0
